Symbol,Name,결산월,회계년,주기,당기순이익률(%),매출총이익률(%),영업이익률(%),자본금영업이익률(%),자본금세전계속사업이익률(%),자본금지배주주순이익률(%),세전계속사업이익률(%),영업수익(천원),영업비용(천원)
A095340,ISC,12,2013,Annual,27.05,56.81,35.66,512.87,500.04,389.12,34.76,"55,305,882","35,586,014"
A095340,ISC,12,2014,Annual,23.37,55.03,31.89,421.09,415.95,308.58,31.51,"62,622,051","42,649,072"
A095340,ISC,12,2015,Annual,17.32,43.87,23.59,303.95,290.98,223.21,22.58,"77,878,560","59,508,290"
A095340,ISC,12,2016,Annual,15.55,37.58,16.44,204.22,243.22,193.15,19.58,"80,255,704","67,057,860"
A095340,ISC,12,2017,Annual,17.35,39.23,22.49,335.25,311.86,258.71,20.92,"98,990,640","76,730,450"
A095340,ISC,12,2018,Annual,12.35,29.97,12.87,190.86,240.92,183.24,16.24,"101,879,554","88,771,364"
A095340,ISC,12,2019,Annual,2.61,25.79,3.89,47.67,39.37,32.02,3.21,"85,874,871","82,536,436"
A095340,ISC,12,2020,Annual,22.57,34.04,17.59,289.87,436.73,372.00,26.50,"116,524,220","96,026,746"
A095340,ISC,12,2021,Annual,16.98,38.13,23.47,439.84,397.12,318.16,21.19,"143,762,785","110,019,185"
A095340,ISC,12,2022,Annual,28.30,47.14,33.57,675.20,787.07,569.17,39.13,"170,675,479","113,378,444"
A067630,HLB생명과학,12,2011,Annual,-9.82,5.32,-5.34,-77.37,-180.72,-142.31,-12.47,"40,953,192","43,140,484"
A067630,HLB생명과학,12,2012,Annual,-94.48,3.50,-51.96,-144.15,-246.91,-262.13,-88.99,"8,997,538","13,672,382"
A067630,HLB생명과학,12,2013,Annual,-19.51,1.05,-16.04,-64.11,-58.69,-77.99,-14.69,"19,955,555","23,156,560"
A067630,HLB생명과학,12,2014,Annual,1.67,12.79,2.30,8.01,5.74,5.82,1.65,"24,230,766","23,674,107"
A067630,HLB생명과학,12,2015,Annual,-78.56,-19.19,-37.77,-69.60,-142.71,-144.75,-77.45,"17,930,565","24,703,336"
A067630,HLB생명과학,12,2016,Annual,-20.61,6.83,-26.73,-25.16,-19.40,-19.40,-20.61,"11,585,620","14,682,827"
A067630,HLB생명과학,12,2017,Annual,35.24,11.54,3.91,5.00,45.06,45.06,35.24,"16,697,768","16,044,067"
A067630,HLB생명과학,12,2018,Annual,-218.02,-0.63,-151.99,-40.03,-57.41,-57.41,-218.02,"4,270,701","10,761,869"
A067630,HLB생명과학,12,2019,Annual,13.72,35.63,5.28,3.08,8.00,8.00,13.72,"12,431,173","11,774,457"
A067630,HLB생명과학,12,2020,Annual,-292.85,4.73,-30.92,-19.09,-182.36,-180.85,-295.31,"14,824,118","19,407,509"
A067630,HLB생명과학,12,2021,Annual,-426.93,-51.25,-115.69,-39.21,-146.37,-144.68,-431.90,"12,239,119","26,399,001"
A067630,HLB생명과학,12,2022,Annual,-278.93,-10.30,-47.25,-20.11,-127.46,-118.71,-299.50,"20,651,553","30,408,569"
A141080,리가켐바이오,12,2011,Annual,"-3,891.79",67.19,"-3,880.85",-198.99,-199.55,-199.55,"-3,891.79","78,887","3,140,388"
A141080,리가켐바이오,12,2012,Annual,-359.33,100.00,-436.89,-143.01,-117.62,-117.62,-359.33,"744,280","3,995,945"
A141080,리가켐바이오,12,2013,Annual,-694.83,100.00,-745.36,-197.81,-184.40,-184.40,-694.83,"839,825","7,099,568"
A141080,리가켐바이오,12,2014,Annual,-998.29,100.00,-972.01,-228.71,-221.68,-234.90,-942.13,"870,054","9,327,086"
A141080,리가켐바이오,12,2015,Annual,-460.58,61.37,-450.04,-192.78,-201.29,-197.29,-469.92,"1,788,475","9,837,333"
A141080,리가켐바이오,12,2016,Annual,-89.68,27.61,-58.81,-195.45,-309.20,-298.03,-93.04,"15,773,980","25,051,155"
A141080,리가켐바이오,12,2017,Annual,-39.72,39.07,-38.80,-162.83,-178.07,-166.73,-42.43,"20,876,265","28,975,469"
A141080,리가켐바이오,12,2018,Annual,-108.80,32.93,-60.92,-254.02,-460.10,-453.65,-110.34,"22,884,676","36,825,701"
A141080,리가켐바이오,12,2019,Annual,21.70,60.54,14.64,140.24,218.30,207.87,22.79,"57,500,139","49,083,297"
A141080,리가켐바이오,12,2020,Annual,-14.14,72.00,-60.25,-329.64,-97.76,-77.38,-17.87,"49,393,702","79,155,463"
A141080,리가켐바이오,12,2021,Annual,-75.24,55.03,-86.16,-215.81,-167.87,-188.45,-67.02,"32,157,006","59,863,667"
A141080,리가켐바이오,12,2022,Annual,-135.95,53.42,-149.74,-364.42,-345.50,-330.86,-141.97,"33,412,043","83,443,385"
A293490,카카오게임즈,12,2011,Annual,,,,,,,,,
A293490,카카오게임즈,12,2012,Annual,,,,,,,,,
A293490,카카오게임즈,12,2013,Annual,,,,,,,,,
A293490,카카오게임즈,12,2014,Annual,,,,,,,,,
A293490,카카오게임즈,12,2015,Annual,"-1,266.60",100.00,-945.88,,,,"-1,466.00","548,301","5,734,552"
A293490,카카오게임즈,12,2016,Annual,-2.41,100.00,7.25,"3,693.16",-954.92,"-1,228.26",-1.87,"77,668,906","72,039,613"
A293490,카카오게임즈,12,2017,Annual,34.10,100.00,19.78,"9,215.83","19,668.78","15,884.47",42.22,"163,240,250","130,944,976"
A293490,카카오게임즈,12,2018,Annual,5.02,100.00,12.54,"1,428.01",699.85,571.63,6.14,"343,580,724","300,501,461"
A293490,카카오게임즈,12,2019,Annual,10.33,100.00,15.39,888.47,792.37,596.73,13.72,"322,391,748","272,789,527"
A293490,카카오게임즈,12,2020,Annual,23.39,100.00,18.78,"1,092.70","1,530.60","1,360.55",26.31,"378,003,050","307,007,222"
A293490,카카오게임즈,12,2021,Annual,3.49,100.00,9.94,"1,040.03",639.79,365.29,6.11,"793,144,082","714,324,852"
A293490,카카오게임즈,12,2022,Annual,-9.20,100.00,9.96,939.19,-745.11,-867.74,-7.90,"753,476,400","678,461,247"
A417200,LS머트리얼즈,12,2011,Annual,,,,,,,,,
A417200,LS머트리얼즈,12,2012,Annual,,,,,,,,,
A417200,LS머트리얼즈,12,2013,Annual,,,,,,,,,
A417200,LS머트리얼즈,12,2014,Annual,,,,,,,,,
A417200,LS머트리얼즈,12,2015,Annual,,,,,,,,,
A417200,LS머트리얼즈,12,2016,Annual,,,,,,,,,
A417200,LS머트리얼즈,12,2017,Annual,,,,,,,,,
A417200,LS머트리얼즈,12,2018,Annual,,,,,,,,,
A417200,LS머트리얼즈,12,2019,Annual,,,,,,,,,
A417200,LS머트리얼즈,12,2020,Annual,,,,,,,,,
A417200,LS머트리얼즈,12,2021,Annual,5.36,17.32,7.07,,,,6.70,"35,254,804","32,762,617"
A417200,LS머트리얼즈,12,2022,Annual,12.32,22.98,13.39,22.03,24.55,20.28,14.92,"41,330,619","35,797,086"
A035760,CJ ENM,12,2011,Annual,9.88,100.00,14.63,426.60,384.00,288.10,13.17,"894,723,604","763,807,334"
A035760,CJ ENM,12,2012,Annual,11.38,100.00,12.88,447.46,524.27,395.36,15.09,"1,077,330,427","938,539,910"
A035760,CJ ENM,12,2013,Annual,8.59,100.00,12.47,506.65,458.24,349.15,11.28,"1,260,652,344","1,103,477,067"
A035760,CJ ENM,12,2014,Annual,7.86,100.00,11.13,458.12,449.20,323.73,10.91,"1,277,323,863","1,135,166,069"
A035760,CJ ENM,12,2015,Annual,5.39,85.92,10.19,367.43,278.65,194.15,7.73,"1,119,374,858","1,005,263,718"
A035760,CJ ENM,12,2016,Annual,1.47,100.00,13.22,466.35,144.16,51.75,4.09,"1,095,911,240","950,981,861"
A035760,CJ ENM,12,2017,Annual,11.28,78.86,13.86,506.81,510.62,412.42,13.96,"1,136,458,706","978,954,284"
A035760,CJ ENM,12,2018,Annual,5.49,53.22,9.81,279.47,167.48,156.40,5.88,"2,017,373,340","1,819,449,610"
A035760,CJ ENM,12,2019,Annual,10.13,42.00,9.09,259.66,441.99,289.16,15.48,"3,157,133,395","2,870,023,564"
A035760,CJ ENM,12,2020,Annual,6.20,47.76,9.21,226.48,220.75,152.32,8.98,"2,718,282,265","2,467,849,481"
A035760,CJ ENM,12,2021,Annual,7.17,50.59,11.37,292.24,238.03,184.29,9.26,"2,841,634,431","2,518,478,360"
A035760,CJ ENM,12,2022,Annual,2.68,47.52,7.91,215.41,-35.89,72.96,-1.32,"3,010,181,373","2,771,986,215"
A036930,주성엔지니어링,12,2011,Annual,-3.16,30.20,-0.95,-16.65,-38.47,-55.68,-2.19,"304,759,055","307,642,560"
A036930,주성엔지니어링,12,2012,Annual,-149.14,23.11,-105.69,-428.01,-580.83,-603.97,-143.43,"76,836,352","158,043,390"
A036930,주성엔지니어링,12,2013,Annual,-24.35,36.10,1.38,10.16,-179.62,-179.06,-24.43,"151,643,955","149,547,862"
A036930,주성엔지니어링,12,2014,Annual,-14.90,38.04,7.05,44.22,-87.27,-93.48,-13.91,"140,412,172","130,517,758"
A036930,주성엔지니어링,12,2015,Annual,3.74,43.39,8.26,60.15,27.61,27.26,3.79,"175,677,910","161,166,022"
A036930,주성엔지니어링,12,2016,Annual,11.48,40.80,13.59,150.36,96.53,126.99,8.72,"266,960,505","230,686,532"
A036930,주성엔지니어링,12,2017,Annual,14.53,42.25,15.11,170.67,172.32,164.13,15.25,"272,535,493","231,360,915"
A036930,주성엔지니어링,12,2018,Annual,16.27,43.73,15.62,170.07,180.13,177.21,16.54,"262,699,926","221,670,021"
A036930,주성엔지니어링,12,2019,Annual,10.63,42.44,11.62,122.59,126.76,112.16,12.02,"254,491,427","224,916,413"
A036930,주성엔지니어링,12,2020,Annual,-4.86,43.33,-21.66,-106.44,-7.03,-23.87,-1.43,"118,525,512","144,203,227"
A036930,주성엔지니어링,12,2021,Annual,38.44,51.34,27.06,422.94,719.84,600.74,46.06,"377,019,960","274,988,272"
A036930,주성엔지니어링,12,2022,Annual,24.37,56.58,28.41,515.52,561.92,442.18,30.97,"437,759,042","313,391,175"
A112040,위메이드,12,2011,Annual,33.16,94.45,28.82,526.63,509.38,605.81,27.88,"81,849,925","58,256,812"
A112040,위메이드,12,2012,Annual,9.67,100.00,12.50,169.63,156.55,131.18,11.54,"89,294,569","78,133,147"
A112040,위메이드,12,2013,Annual,6.39,100.00,7.14,174.58,158.68,156.15,6.49,"212,109,500","196,955,671"
A112040,위메이드,12,2014,Annual,143.95,100.00,-8.73,-155.49,"3,407.07","2,564.95",191.22,"154,659,538","168,155,689"
A112040,위메이드,12,2015,Annual,-109.26,100.00,2.09,24.88,"-1,513.84","-1,302.47",-126.99,"103,472,590","101,313,222"
A112040,위메이드,12,2016,Annual,-142.30,100.00,24.90,159.57,"-1,089.85",-911.84,-170.08,"55,618,719","41,768,404"
A112040,위메이드,12,2017,Annual,22.28,100.00,33.20,168.20,277.94,112.87,54.86,"43,973,609","29,373,525"
A112040,위메이드,12,2018,Annual,-163.30,100.00,15.97,36.05,-280.94,-368.57,-124.47,"19,591,377","16,462,652"
A112040,위메이드,12,2019,Annual,-314.32,100.00,4.45,8.82,-609.22,-623.89,-306.93,"17,228,695","16,462,791"
A112040,위메이드,12,2020,Annual,-50.85,100.00,-25.48,-104.62,-255.86,-208.83,-62.31,"35,644,129","44,725,121"
A112040,위메이드,12,2021,Annual,158.93,100.00,3.31,54.53,"3,082.69","2,619.95",187.00,"211,183,874","204,197,790"
A112040,위메이드,12,2022,Annual,-62.70,100.00,-54.42,-767.70,-952.80,-884.47,-67.54,"240,670,818","371,639,208"
A237690,에스티팜,12,2011,Annual,6.08,21.78,11.57,"1,332.72",797.40,700.11,6.92,"73,174,955","64,712,186"
A237690,에스티팜,12,2012,Annual,6.03,22.45,12.29,"1,605.56",963.60,788.04,7.37,"82,984,044","72,788,748"
A237690,에스티팜,12,2013,Annual,8.85,25.88,12.89,"1,709.82","1,422.23","1,174.93",10.72,"84,255,969","73,398,581"
A237690,에스티팜,12,2014,Annual,5.66,21.62,10.08,403.19,392.84,226.54,9.82,"96,540,029","86,811,005"
A237690,에스티팜,12,2015,Annual,21.33,37.14,24.97,683.85,814.73,584.29,29.75,"138,052,135","103,580,536"
A237690,에스티팜,12,2016,Annual,30.78,46.41,38.85,"1,028.64","1,067.08",815.06,40.30,"200,361,533","122,530,758"
A237690,에스티팜,12,2017,Annual,22.43,39.32,30.75,670.99,642.95,489.51,29.46,"202,622,882","140,320,754"
A237690,에스티팜,12,2018,Annual,-10.25,2.57,-15.57,-162.37,-151.09,-106.88,-14.48,"97,299,230","112,444,753"
A237690,에스티팜,12,2019,Annual,-19.92,-1.94,-28.01,-279.24,-267.72,-198.64,-26.85,"92,995,881","119,043,067"
A237690,에스티팜,12,2020,Annual,-7.99,8.33,-11.97,-139.99,-134.65,-93.45,-11.52,"109,049,508","122,107,853"
A237690,에스티팜,12,2021,Annual,3.59,25.45,3.26,48.47,26.48,53.27,1.78,"139,139,308","134,599,884"
A237690,에스티팜,12,2022,Annual,7.69,28.45,8.53,189.87,183.21,171.10,8.23,"209,270,013","191,414,039"
A064760,티씨케이,12,2011,Annual,20.37,38.05,26.83,273.22,266.06,207.44,26.13,"59,442,486","43,493,498"
A064760,티씨케이,12,2012,Annual,13.95,31.49,16.37,136.85,140.30,116.64,16.78,"48,811,038","40,822,665"
A064760,티씨케이,12,2013,Annual,5.46,28.75,9.92,59.59,47.86,32.77,7.97,"35,055,732","31,577,309"
A064760,티씨케이,12,2014,Annual,10.50,31.20,15.59,120.77,101.74,81.36,13.13,"45,221,490","38,171,436"
A064760,티씨케이,12,2015,Annual,21.26,39.62,25.98,275.63,262.46,225.55,24.74,"61,929,728","45,840,074"
A064760,티씨케이,12,2016,Annual,25.42,42.96,30.67,469.89,479.93,389.57,31.32,"89,446,645","62,016,678"
A064760,티씨케이,12,2017,Annual,28.62,46.98,36.63,817.65,823.58,638.97,36.89,"130,310,060","82,579,568"
A064760,티씨케이,12,2018,Annual,27.48,47.57,34.64,"1,012.00","1,037.36",802.69,35.51,"170,518,830","111,443,062"
A064760,티씨케이,12,2019,Annual,27.33,43.56,34.53,"1,013.64","1,037.21",802.23,35.33,"171,378,814","112,207,598"
A064760,티씨케이,12,2020,Annual,26.52,43.32,35.17,"1,375.01","1,374.44","1,036.64",35.16,"228,209,745","147,943,311"
A064760,티씨케이,12,2021,Annual,30.24,45.84,38.19,"1,771.31","1,821.41","1,402.84",39.27,"270,766,568","167,366,206"
A064760,티씨케이,12,2022,Annual,29.43,47.22,39.75,"2,176.05","2,191.38","1,611.25",40.03,"319,562,836","192,536,195"
A067310,하나마이크론,12,2011,Annual,3.39,9.61,5.21,163.74,99.53,106.38,3.17,"293,571,475","278,269,205"
A067310,하나마이크론,12,2012,Annual,-2.43,4.79,-1.73,-41.35,-83.15,-57.99,-3.49,"257,358,519","261,821,128"
A067310,하나마이크론,12,2013,Annual,-5.66,4.39,-2.87,-60.79,-113.56,-119.71,-5.37,"236,715,724","243,514,714"
A067310,하나마이크론,12,2014,Annual,3.46,15.28,9.87,229.18,129.04,80.27,5.56,"259,743,909","234,109,451"
A067310,하나마이크론,12,2015,Annual,1.88,11.29,4.59,94.54,73.01,38.71,3.55,"230,239,944","219,665,150"
A067310,하나마이크론,12,2016,Annual,-13.93,4.09,-14.57,-248.05,-274.87,-237.27,-16.14,"190,480,064","218,225,384"
A067310,하나마이크론,12,2017,Annual,-0.20,7.36,6.67,154.54,13.03,-4.61,0.56,"259,183,617","241,897,847"
A067310,하나마이크론,12,2018,Annual,1.98,5.19,3.39,96.06,87.70,56.14,3.10,"319,166,384","308,336,131"
A067310,하나마이크론,12,2019,Annual,2.49,7.08,1.14,27.06,96.26,58.95,4.06,"298,685,547","295,275,466"
A067310,하나마이크론,12,2020,Annual,-5.34,3.82,0.47,9.95,-130.72,-113.94,-6.12,"311,271,481","309,820,272"
A067310,하나마이크론,12,2021,Annual,5.90,11.90,7.90,148.13,159.85,110.48,8.53,"368,189,486","339,086,439"
A067310,하나마이크론,12,2022,Annual,2.72,11.93,8.58,217.73,146.73,69.02,5.78,"608,136,889","555,966,581"
A328130,루닛,12,2011,Annual,,,,,,,,,
A328130,루닛,12,2012,Annual,,,,,,,,,
A328130,루닛,12,2013,Annual,,,,,,,,,
A328130,루닛,12,2014,Annual,,,,,,,,,
A328130,루닛,12,2015,Annual,,,,,,,,,
A328130,루닛,12,2016,Annual,,,,,,,,,
A328130,루닛,12,2017,Annual,,,,,,,,,
A328130,루닛,12,2018,Annual,"-41,048.25",100.00,"-33,687.35",,,,"-41,048.25","20,000","6,757,469"
A328130,루닛,12,2019,Annual,"-23,673.27",100.00,"-5,844.09","-3,587.15","-14,530.84","-14,530.84","-23,673.27","198,403","11,793,254"
A328130,루닛,12,2020,Annual,"-5,855.18",100.00,"-1,464.48","-5,720.59","-22,871.60","-22,871.60","-5,855.18","1,430,042","22,372,780"
A328130,루닛,12,2021,Annual,"-1,109.16",100.00,-687.78,"-1,813.11","-2,923.96","-2,923.96","-1,109.16","6,638,999","52,300,472"
A328130,루닛,12,2022,Annual,-269.00,100.00,-350.59,-904.48,-693.97,-693.97,-269.00,"13,865,732","62,477,639"
A281740,레이크머티리얼즈,12,2011,Annual,-19.40,37.38,-14.12,-8.76,-12.04,-12.04,-19.40,"2,929,271","3,342,906"
A281740,레이크머티리얼즈,12,2012,Annual,-28.71,23.83,-18.18,-15.78,-24.92,-24.92,-28.71,"4,252,593","5,025,591"
A281740,레이크머티리얼즈,12,2013,Annual,-33.16,14.14,-22.10,-35.29,-52.95,-52.95,-33.16,"8,111,866","9,904,444"
A281740,레이크머티리얼즈,12,2014,Annual,8.45,33.47,14.66,36.94,21.28,21.28,8.45,"13,637,068","11,637,201"
A281740,레이크머티리얼즈,12,2015,Annual,2.54,28.16,11.29,N/A(IFRS),N/A(IFRS),N/A(IFRS),2.75,"20,660,163","18,327,951"
A281740,레이크머티리얼즈,12,2016,Annual,-18.03,26.36,9.40,42.31,-81.15,-81.15,-18.03,"24,281,731","21,998,665"
A281740,레이크머티리얼즈,12,2017,Annual,22.82,31.05,19.02,108.60,81.59,130.36,14.29,"37,421,781","30,305,702"
A281740,레이크머티리얼즈,12,2018,Annual,5.97,23.84,9.95,53.49,31.70,32.10,5.90,"35,226,862","31,721,951"
A281740,레이크머티리얼즈,12,2019,Annual,5.30,23.00,7.16,37.95,25.12,28.10,4.74,"34,741,524","32,254,597"
A281740,레이크머티리얼즈,12,2020,Annual,4.21,22.11,9.76,69.19,27.70,29.85,3.91,"46,500,976","41,960,564"
A281740,레이크머티리얼즈,12,2021,Annual,22.15,32.73,25.57,317.21,311.06,274.71,25.08,"81,537,390","60,687,172"
A281740,레이크머티리얼즈,12,2022,Annual,20.57,33.53,26.67,533.18,473.98,411.23,23.71,"131,411,392","96,365,334"
A034230,파라다이스,12,2011,Annual,6.52,25.05,13.74,104.67,121.80,49.64,15.99,"358,251,746","309,023,074"
A034230,파라다이스,12,2012,Annual,14.51,24.17,15.70,134.15,164.66,123.95,19.27,"401,798,843","338,702,607"
A034230,파라다이스,12,2013,Annual,17.35,29.28,21.63,225.87,240.86,181.17,23.06,"491,178,874","384,944,756"
A034230,파라다이스,12,2014,Annual,16.30,20.81,10.35,107.83,184.80,169.79,17.74,"490,022,427","439,308,959"
A034230,파라다이스,12,2015,Annual,13.94,19.08,7.72,73.01,174.80,131.74,18.50,"444,511,022","410,174,016"
A034230,파라다이스,12,2016,Annual,9.33,20.28,10.46,115.79,134.64,103.32,12.16,"520,751,140","466,293,825"
A034230,파라다이스,12,2017,Annual,1.86,10.29,-0.61,-5.09,29.48,15.53,3.54,"391,971,788","394,366,949"
A034230,파라다이스,12,2018,Annual,2.00,13.45,3.82,32.82,17.50,17.18,2.04,"403,766,411","388,328,096"
A034230,파라다이스,12,2019,Annual,5.04,13.10,4.41,39.83,62.05,45.46,6.87,"424,588,401","405,855,435"
A034230,파라다이스,12,2020,Annual,-44.92,7.09,-8.68,-39.48,-217.41,-204.36,-47.79,"213,948,026","232,517,255"
A034230,파라다이스,12,2021,Annual,-72.22,5.51,-11.21,-39.80,-285.83,-256.50,-80.48,"167,041,804","185,761,487"
A034230,파라다이스,12,2022,Annual,12.90,6.15,-9.80,-42.22,80.97,55.59,18.79,"202,689,687","222,554,351"
A078600,대주전자재료,12,2011,Annual,4.37,18.39,8.44,223.76,115.81,115.81,4.37,"109,002,672","99,803,829"
A078600,대주전자재료,12,2012,Annual,7.82,25.64,12.10,241.02,155.70,155.70,7.82,"83,208,225","73,138,449"
A078600,대주전자재료,12,2013,Annual,-0.62,22.46,3.12,40.76,-8.11,-8.11,-0.62,"57,452,041","55,659,418"
A078600,대주전자재료,12,2014,Annual,-13.54,22.33,-0.04,-0.45,-145.96,-147.60,-13.39,"49,604,708","49,625,163"
A078600,대주전자재료,12,2015,Annual,-12.33,21.03,-6.30,-51.39,-100.64,-100.64,-12.33,"37,904,904","40,292,435"
A078600,대주전자재료,12,2016,Annual,0.63,28.88,6.59,56.59,5.43,5.43,0.63,"48,840,326","45,623,348"
A078600,대주전자재료,12,2017,Annual,-11.96,19.98,3.18,32.93,-123.87,-123.87,-11.96,"71,998,264","69,708,785"
A078600,대주전자재료,12,2018,Annual,0.88,21.90,4.34,46.83,9.47,9.47,0.88,"80,559,314","77,064,801"
A078600,대주전자재료,12,2019,Annual,-2.12,18.55,0.65,7.39,-24.22,-24.22,-2.12,"87,204,973","86,639,622"
A078600,대주전자재료,12,2020,Annual,5.01,21.10,7.67,116.07,75.70,75.70,5.01,"116,292,723","107,367,542"
A078600,대주전자재료,12,2021,Annual,13.87,22.96,11.83,233.28,190.31,273.47,9.65,"152,501,528","134,455,793"
A078600,대주전자재료,12,2022,Annual,-0.47,24.74,10.32,174.27,-1.04,-7.90,-0.06,"130,745,876","117,256,955"
A121600,나노신소재,12,2011,Annual,14.06,43.87,11.55,123.01,134.88,149.82,12.66,"33,480,756","29,615,341"
A121600,나노신소재,12,2012,Annual,-5.70,30.58,-2.54,-16.62,-16.70,-37.28,-2.55,"23,644,347","24,245,266"
A121600,나노신소재,12,2013,Annual,4.21,36.03,5.07,37.62,25.92,31.25,3.49,"26,827,489","25,467,223"
A121600,나노신소재,12,2014,Annual,13.37,44.29,13.03,100.64,109.04,103.24,14.12,"27,926,752","24,287,502"
A121600,나노신소재,12,2015,Annual,17.90,45.92,21.24,202.75,216.86,170.87,22.72,"43,140,425","33,975,984"
A121600,나노신소재,12,2016,Annual,14.49,43.41,15.35,116.33,119.95,109.79,15.83,"41,111,800","34,801,743"
A121600,나노신소재,12,2017,Annual,14.91,45.42,18.67,156.83,129.39,125.29,15.40,"45,568,866","37,062,140"
A121600,나노신소재,12,2018,Annual,14.50,43.15,16.57,159.65,151.65,139.71,15.74,"52,249,960","43,590,269"
A121600,나노신소재,12,2019,Annual,11.96,39.51,10.62,95.71,119.95,107.83,13.31,"48,892,961","43,701,486"
A121600,나노신소재,12,2020,Annual,3.64,32.08,3.23,28.89,13.37,32.53,1.49,"48,524,488","46,957,302"
A121600,나노신소재,12,2021,Annual,13.48,35.36,10.48,118.25,160.70,152.15,14.24,"61,206,111","54,792,131"
A121600,나노신소재,12,2022,Annual,24.49,42.66,21.18,285.67,339.11,330.29,25.14,"77,628,052","61,188,605"
A214450,파마리서치,12,2011,Annual,,,,,,,,,
A214450,파마리서치,12,2012,Annual,20.36,58.13,25.24,,,,24.10,"11,943,785","8,929,423"
A214450,파마리서치,12,2013,Annual,31.86,69.79,40.57,N/A(IFRS),N/A(IFRS),N/A(IFRS),38.08,"17,770,737","10,560,928"
A214450,파마리서치,12,2014,Annual,35.69,73.53,46.09,592.16,575.39,458.49,44.79,"24,764,715","13,350,396"
A214450,파마리서치,12,2015,Annual,34.38,68.80,42.97,424.24,426.64,339.45,43.21,"37,454,867","21,360,537"
A214450,파마리서치,12,2016,Annual,30.52,67.26,31.62,309.34,373.48,298.63,38.18,"45,566,681","31,158,453"
A214450,파마리서치,12,2017,Annual,24.19,66.62,30.97,350.42,334.53,273.72,29.57,"53,554,110","36,968,320"
A214450,파마리서치,12,2018,Annual,22.85,59.01,27.62,367.98,396.91,304.42,29.79,"63,065,183","45,648,297"
A214450,파마리서치,12,2019,Annual,21.09,56.84,28.86,492.22,450.09,359.73,26.39,"81,113,704","57,707,223"
A214450,파마리서치,12,2020,Annual,32.61,64.50,35.14,754.61,856.04,700.33,39.86,"103,851,724","67,359,193"
A214450,파마리서치,12,2021,Annual,35.67,70.76,38.14,"1,062.03","1,181.33",993.41,42.42,"138,555,801","85,717,350"
A214450,파마리서치,12,2022,Annual,23.16,72.68,37.10,"1,282.07","1,087.28",800.53,31.46,"174,737,653","109,916,638"
A089030,테크윙,12,2011,Annual,12.23,29.76,16.59,324.57,300.03,239.33,15.34,"101,978,946","85,060,024"
