Symbol,Name,결산월,회계년,주기,당기순이익률(%),매출총이익률(%),영업이익률(%),자본금영업이익률(%),자본금세전계속사업이익률(%),*영업수익/영업비용(%),ROE(세전계속사업이익)(%),자본금세전계속사업이익률(%),자본금지배주주순이익률(%)
A095720,웅진씽크빅,12,2012,Annual,-8.10,52.02,0.44,22.83,-71.92,100.44,-3.88,-71.92,-393.78
A095720,웅진씽크빅,12,2013,Annual,0.48,52.70,1.98,88.92,-26.19,102.02,-1.82,-26.19,21.49
A095720,웅진씽크빅,12,2014,Annual,1.62,49.37,2.79,113.07,78.79,102.87,5.62,78.79,65.40
A095720,웅진씽크빅,12,2015,Annual,2.06,49.23,3.59,135.00,107.04,103.73,7.37,107.04,76.06
A095720,웅진씽크빅,12,2016,Annual,3.80,53.54,6.04,217.84,180.41,106.43,11.56,180.41,135.16
A095720,웅진씽크빅,12,2017,Annual,3.99,55.87,5.48,197.66,195.58,105.80,11.59,195.58,143.99
A095720,웅진씽크빅,12,2018,Annual,3.47,57.00,5.29,196.38,177.53,105.58,9.88,177.53,128.17
A095720,웅진씽크빅,12,2019,Annual,-23.09,57.06,3.32,51.31,-457.00,103.43,-48.77,-457.00,-357.54
A095720,웅진씽크빅,12,2020,Annual,0.06,57.98,2.17,22.25,5.61,102.21,0.83,5.61,1.52
A095720,웅진씽크빅,12,2021,Annual,5.43,52.60,3.29,45.64,94.36,103.40,14.80,94.36,73.81
A095720,웅진씽크빅,12,2022,Annual,0.33,50.09,2.95,46.94,12.46,103.04,1.98,12.46,5.16
A008490,서흥,12,2011,Annual,10.44,25.40,14.32,442.27,401.60,116.72,12.17,401.60,294.91
A008490,서흥,12,2012,Annual,-1.15,19.46,6.97,237.09,-92.34,107.49,-2.75,-92.34,-71.25
A008490,서흥,12,2013,Annual,5.13,18.80,9.32,413.43,269.95,110.27,7.86,269.95,201.20
A008490,서흥,12,2014,Annual,7.62,19.25,10.01,478.72,406.17,111.12,10.85,406.17,350.95
A008490,서흥,12,2015,Annual,8.29,20.77,11.13,556.06,453.50,112.52,11.03,453.50,375.40
A008490,서흥,12,2016,Annual,9.02,21.28,11.79,659.27,554.26,113.36,12.23,554.26,448.80
A008490,서흥,12,2017,Annual,7.54,20.71,10.65,612.81,508.74,111.92,10.51,508.74,379.26
A008490,서흥,12,2018,Annual,7.47,18.88,9.99,646.01,576.54,111.10,11.52,576.54,422.97
A008490,서흥,12,2019,Annual,8.11,19.83,10.29,779.09,737.65,111.47,14.09,737.65,521.31
A008490,서흥,12,2020,Annual,10.72,21.87,13.44,"1,221.41","1,185.87",115.52,20.44,"1,185.87",871.04
A008490,서흥,12,2021,Annual,9.94,21.15,11.66,"1,143.94","1,230.14",113.20,18.55,"1,230.14",882.38
A008490,서흥,12,2022,Annual,6.39,21.62,9.76,"1,018.60",853.73,110.82,11.55,853.73,558.54
A005010,휴스틸,12,2011,Annual,6.23,14.28,7.01,115.30,115.86,107.54,11.02,115.86,102.45
A005010,휴스틸,12,2012,Annual,4.40,15.10,7.02,119.55,106.16,107.55,9.53,106.16,74.82
A005010,휴스틸,12,2013,Annual,1.13,11.89,3.16,50.06,35.12,103.26,3.06,35.12,17.88
A005010,휴스틸,12,2014,Annual,2.72,12.86,3.51,56.22,48.85,103.64,4.21,48.85,43.48
A005010,휴스틸,12,2015,Annual,0.16,9.85,1.88,23.77,15.53,101.91,1.36,15.53,2.00
A005010,휴스틸,12,2016,Annual,-0.15,10.59,0.37,3.89,-1.96,100.37,-0.17,-1.96,-1.61
A005010,휴스틸,12,2017,Annual,0.53,10.17,3.29,65.68,25.16,103.40,2.28,25.16,10.65
A005010,휴스틸,12,2018,Annual,2.92,7.77,3.05,49.67,54.39,103.14,5.02,54.39,47.56
A005010,휴스틸,12,2019,Annual,-2.34,3.01,-2.41,-34.09,-37.66,97.65,-3.56,-37.66,-33.10
A005010,휴스틸,12,2020,Annual,2.36,11.96,4.83,46.33,32.07,105.07,3.01,32.07,22.68
A005010,휴스틸,12,2021,Annual,6.16,15.02,10.25,163.56,130.29,111.43,9.68,130.29,98.29
A005010,휴스틸,12,2022,Annual,22.03,31.41,28.05,606.48,601.99,138.99,37.39,601.99,476.33
A100840,SNT에너지,12,2011,Annual,-2.13,7.22,-3.44,-189.51,-151.49,96.68,-3.27,-151.49,-117.32
A100840,SNT에너지,12,2012,Annual,3.94,16.85,6.56,427.20,328.25,107.02,6.76,328.25,256.55
A100840,SNT에너지,12,2013,Annual,8.06,19.40,8.37,474.39,586.69,109.14,10.90,586.69,457.04
A100840,SNT에너지,12,2014,Annual,4.64,16.12,5.68,388.95,417.66,106.02,7.29,417.66,317.99
A100840,SNT에너지,12,2015,Annual,10.39,22.22,13.04,957.51,"1,008.77",115.00,16.28,"1,008.77",763.06
A100840,SNT에너지,12,2016,Annual,0.65,19.33,0.47,33.74,84.52,100.47,1.30,84.52,46.85
A100840,SNT에너지,12,2017,Annual,2.49,20.66,10.43,542.07,170.42,111.65,2.60,170.42,129.34
A100840,SNT에너지,12,2018,Annual,1.31,14.88,-1.36,-52.63,66.44,98.66,1.03,66.44,50.77
A100840,SNT에너지,12,2019,Annual,7.24,16.73,8.19,472.13,542.38,108.92,8.43,542.38,417.52
A100840,SNT에너지,12,2020,Annual,4.12,16.89,9.74,616.14,363.16,110.79,5.67,363.16,260.77
A100840,SNT에너지,12,2021,Annual,7.31,16.79,7.76,353.84,436.87,108.42,6.82,436.87,333.12
A100840,SNT에너지,12,2022,Annual,9.27,10.90,1.76,94.89,551.61,101.79,8.22,551.61,501.01
A000020,동화약품,12,2011,Annual,7.54,44.51,9.42,79.13,68.14,110.40,8.52,68.14,63.29
A000020,동화약품,12,2012,Annual,0.59,44.22,4.48,35.81,30.18,104.69,3.69,30.18,4.69
A000020,동화약품,12,2013,Annual,0.46,47.09,0.94,7.38,3.19,100.95,0.39,3.19,3.62
A000020,동화약품,12,2014,Annual,2.31,44.60,2.50,19.12,19.34,102.57,2.36,19.34,17.68
A000020,동화약품,12,2015,Annual,2.51,43.27,2.16,17.23,21.48,102.20,2.61,21.48,20.08
A000020,동화약품,12,2016,Annual,11.06,43.45,4.74,40.31,127.65,104.98,14.76,127.65,94.00
A000020,동화약품,12,2017,Annual,18.16,41.75,4.24,39.34,233.50,104.43,23.72,233.50,168.30
A000020,동화약품,12,2018,Annual,3.28,37.80,3.66,40.19,52.05,103.80,4.89,52.05,36.05
A000020,동화약품,12,2019,Annual,2.97,39.59,3.11,34.19,58.15,103.21,5.44,58.15,32.64
A000020,동화약품,12,2020,Annual,10.55,50.97,8.51,82.89,120.43,109.30,10.47,120.43,102.06
A000020,동화약품,12,2021,Annual,6.68,50.97,7.68,80.54,94.97,108.32,7.55,94.97,63.98
A000020,동화약품,12,2022,Annual,6.34,53.17,8.79,107.10,82.65,109.63,6.25,82.65,72.98
A000540,흥국화재,3,2011,Annual,1.80,51.21,1.60,17.05,16.43,101.62,32.24,16.43,19.23
A000540,흥국화재,3,2012,Annual,2.05,53.84,1.68,18.55,20.78,101.71,23.35,20.78,22.61
A000540,흥국화재,12,2013,Annual,0.42,52.99,1.21,10.57,5.79,101.23,5.71,5.79,3.66
A000540,흥국화재,12,2014,Annual,0.84,54.39,1.19,13.91,13.33,101.20,12.55,13.33,9.83
A000540,흥국화재,12,2015,Annual,0.46,51.00,0.42,5.44,8.17,100.42,6.31,8.17,6.03
A000540,흥국화재,12,2016,Annual,0.73,51.44,0.36,4.82,5.06,100.36,3.31,5.06,9.67
A000540,흥국화재,12,2017,Annual,2.00,53.45,2.51,32.89,32.39,102.58,17.86,32.39,26.18
A000540,흥국화재,12,2018,Annual,1.21,59.63,1.51,19.29,18.34,101.53,9.11,18.34,15.48
A000540,흥국화재,12,2019,Annual,0.90,58.45,1.04,13.63,13.50,101.05,6.31,13.50,11.80
A000540,흥국화재,12,2020,Annual,0.51,59.52,0.58,7.95,8.12,100.58,3.68,8.12,6.97
A000540,흥국화재,12,2021,Annual,1.37,60.37,1.71,23.67,24.95,101.74,11.50,24.95,19.04
A000540,흥국화재,12,2022,Annual,6.42,76.72,8.16,80.80,80.93,108.88,16.06,80.93,63.61
A001270,부국증권,3,2011,Annual,6.01,32.36,7.57,32.91,35.39,108.19,6.10,35.39,26.31
A001270,부국증권,3,2012,Annual,1.95,27.21,3.48,15.70,14.31,103.60,2.45,14.31,8.83
A001270,부국증권,3,2013,Annual,0.82,13.70,1.18,9.71,9.05,101.20,1.59,9.05,6.73
A001270,부국증권,12,2014,Annual,4.17,20.52,5.60,30.89,30.91,105.93,5.34,30.91,23.00
A001270,부국증권,12,2015,Annual,3.50,15.02,4.26,45.20,49.11,104.45,7.99,49.11,37.10
A001270,부국증권,12,2016,Annual,3.68,14.20,4.68,52.77,55.91,104.91,8.47,55.91,41.54
A001270,부국증권,12,2017,Annual,6.65,23.29,8.35,70.76,74.59,109.11,10.64,74.59,55.95
A001270,부국증권,12,2018,Annual,4.49,18.10,5.94,55.78,59.32,106.32,8.40,59.32,43.40
A001270,부국증권,12,2019,Annual,4.49,19.13,5.90,53.85,56.68,106.27,7.97,56.68,41.11
A001270,부국증권,12,2020,Annual,6.99,23.74,8.92,115.48,121.96,109.79,15.58,121.96,90.57
A001270,부국증권,12,2021,Annual,10.44,31.73,13.71,152.00,156.47,115.89,17.15,156.47,115.71
A001270,부국증권,12,2022,Annual,4.30,18.77,6.15,90.43,92.19,106.55,9.10,92.19,63.29
A194370,제이에스코퍼레이션,12,2011,Annual,-2.96,26.08,2.44,311.53,-130.53,102.50,-3.33,-130.53,-333.12
A194370,제이에스코퍼레이션,12,2012,Annual,-1.28,26.10,2.84,395.95,-34.65,102.92,-0.96,-34.65,-170.27
A194370,제이에스코퍼레이션,12,2013,Annual,5.81,27.82,11.33,N/A(IFRS),N/A(IFRS),112.78,N/A(IFRS),N/A(IFRS),N/A(IFRS)
A194370,제이에스코퍼레이션,12,2014,Annual,11.77,25.77,13.23,"2,228.03","2,551.18",115.24,52.91,"2,551.18","1,962.51"
A194370,제이에스코퍼레이션,12,2015,Annual,8.15,24.86,8.98,"1,872.59","2,285.74",109.87,34.02,"2,285.74","1,701.41"
A194370,제이에스코퍼레이션,12,2016,Annual,5.58,25.19,6.58,990.57,"1,137.29",107.04,11.21,"1,137.29",841.92
A194370,제이에스코퍼레이션,12,2017,Annual,2.44,21.71,6.41,"1,143.81",491.09,106.85,4.17,491.09,436.64
A194370,제이에스코퍼레이션,12,2018,Annual,2.85,19.94,2.18,335.73,587.64,102.23,5.03,587.64,439.14
A194370,제이에스코퍼레이션,12,2019,Annual,3.25,19.04,4.39,832.26,930.86,104.59,7.95,930.86,615.49
A194370,제이에스코퍼레이션,12,2020,Annual,0.58,14.08,1.97,595.81,128.26,102.01,1.11,128.26,177.17
A194370,제이에스코퍼레이션,12,2021,Annual,4.89,15.83,6.18,"4,571.98","4,463.69",106.58,33.77,"4,463.69","3,619.17"
A194370,제이에스코퍼레이션,12,2022,Annual,6.62,17.77,8.36,"6,109.61","6,268.45",109.12,36.55,"6,268.45","4,843.88"
A011810,STX,12,2011,Annual,3.73,7.57,3.93,170.62,110.17,104.09,8.56,110.17,160.75
A011810,STX,12,2012,Annual,-10.07,-6.85,-10.27,-332.66,-388.81,90.69,-34.21,-388.81,-334.17
A011810,STX,12,2013,Annual,-65.90,-26.43,-36.24,-575.38,-916.78,73.40,-280.44,-916.78,"-1,039.34"
A011810,STX,12,2014,Annual,23.28,7.42,2.18,31.23,316.67,102.23,완전잠식,316.67,332.98
A011810,STX,12,2015,Annual,-3.00,2.74,-2.10,-45.68,-77.91,97.95,-70.21,-77.91,-65.48
A011810,STX,12,2016,Annual,-26.59,4.93,-1.99,-35.35,-473.73,98.05,완전잠식,-473.73,-473.26
A011810,STX,12,2017,Annual,18.54,4.73,2.44,52.98,402.42,102.50,완전잠식,402.42,402.13
A011810,STX,12,2018,Annual,0.61,1.33,-0.98,-30.42,20.12,99.03,18.34,20.12,18.75
A011810,STX,12,2019,Annual,-2.27,3.18,0.19,5.66,-64.65,100.19,-52.99,-64.65,-66.53
A011810,STX,12,2020,Annual,-1.02,4.13,-0.06,-1.19,-20.44,99.94,-12.29,-20.44,-19.60
A011810,STX,12,2021,Annual,-2.52,5.98,0.98,14.96,-32.54,100.99,-17.08,-32.54,-25.27
A011810,STX,12,2022,Annual,-1.92,2.37,-0.91,-12.34,-35.81,99.10,-22.78,-35.81,-18.94
A037710,광주신세계,12,2011,Annual,23.81,63.25,26.61,730.49,860.80,136.26,24.13,860.80,653.52
A037710,광주신세계,12,2012,Annual,25.15,63.99,27.21,727.32,876.64,137.39,20.88,876.64,672.12
A037710,광주신세계,12,2013,Annual,23.51,64.66,27.10,699.77,795.35,137.17,16.52,795.35,607.12
A037710,광주신세계,12,2014,Annual,20.62,65.11,25.31,647.95,687.72,133.88,12.83,687.72,527.95
A037710,광주신세계,12,2015,Annual,22.35,66.91,26.68,684.65,744.76,136.38,12.68,744.76,573.77
A037710,광주신세계,12,2016,Annual,21.65,67.20,26.64,700.59,784.80,136.31,12.24,784.80,569.43
A037710,광주신세계,12,2017,Annual,35.46,87.99,38.99,657.57,759.80,163.91,10.92,759.80,598.08
A037710,광주신세계,12,2018,Annual,33.35,86.89,37.03,625.86,737.58,158.80,9.83,737.58,563.66
A037710,광주신세계,12,2019,Annual,30.78,88.01,35.58,688.78,803.53,155.23,10.03,803.53,595.86
A037710,광주신세계,12,2020,Annual,29.26,89.18,32.75,603.88,728.38,148.70,8.57,728.38,539.49
A037710,광주신세계,12,2021,Annual,30.82,91.02,35.65,757.43,884.28,155.40,9.80,884.28,654.92
A037710,광주신세계,12,2022,Annual,30.80,91.64,35.48,819.81,960.75,154.98,10.01,960.75,711.83
A092230,KPX홀딩스,12,2011,Annual,5.16,8.57,4.89,281.86,351.34,105.15,9.01,351.34,179.41
A092230,KPX홀딩스,12,2012,Annual,3.25,8.03,4.37,273.15,260.85,104.57,6.36,260.85,86.42
A092230,KPX홀딩스,12,2013,Annual,0.59,8.71,4.59,228.53,299.36,104.81,7.25,299.36,32.10
A092230,KPX홀딩스,12,2014,Annual,3.44,10.35,5.53,289.72,374.33,105.85,9.20,374.33,129.86
A092230,KPX홀딩스,12,2015,Annual,6.07,11.16,6.07,291.30,350.36,106.46,8.42,350.36,161.01
A092230,KPX홀딩스,12,2016,Annual,7.67,14.41,7.50,247.36,299.68,108.11,6.90,299.68,140.01
A092230,KPX홀딩스,12,2017,Annual,7.75,11.64,4.84,172.51,324.58,105.08,6.45,324.58,190.96
A092230,KPX홀딩스,12,2018,Annual,1.44,10.29,3.31,160.18,127.41,103.42,2.32,127.41,17.43
A092230,KPX홀딩스,12,2019,Annual,7.79,14.34,6.52,300.04,464.34,106.97,8.50,464.34,162.60
A092230,KPX홀딩스,12,2020,Annual,20.36,16.86,8.30,374.53,421.04,109.05,7.06,421.04,665.35
A092230,KPX홀딩스,12,2021,Annual,6.65,12.65,4.37,256.32,533.45,104.57,8.33,533.45,218.57
A092230,KPX홀딩스,12,2022,Annual,3.02,15.00,4.48,262.88,223.46,104.69,3.45,223.46,42.19
A002810,삼영무역,12,2011,Annual,5.51,7.72,3.10,108.83,237.39,103.20,10.56,237.39,193.40
A002810,삼영무역,12,2012,Annual,8.01,6.77,1.89,64.02,333.56,101.93,13.72,333.56,271.24
A002810,삼영무역,12,2013,Annual,7.55,6.68,1.60,51.68,297.50,101.62,11.32,297.50,244.12
A002810,삼영무역,12,2014,Annual,8.13,7.16,1.88,60.47,314.11,101.92,10.99,314.11,261.17
A002810,삼영무역,12,2015,Annual,8.45,7.62,1.31,35.70,277.70,101.32,9.02,277.70,230.40
A002810,삼영무역,12,2016,Annual,10.95,8.79,2.33,63.27,359.14,102.38,10.79,359.14,297.43
A002810,삼영무역,12,2017,Annual,11.01,9.50,3.82,120.42,422.25,103.97,11.66,422.25,346.21
A002810,삼영무역,12,2018,Annual,10.75,7.72,2.53,82.66,441.74,102.59,11.29,441.74,350.79
A002810,삼영무역,12,2019,Annual,11.82,9.47,3.35,107.96,489.62,103.47,11.35,489.62,392.22
A002810,삼영무역,12,2020,Annual,8.83,12.16,5.70,247.85,456.02,106.04,10.01,456.02,312.41
A002810,삼영무역,12,2021,Annual,9.62,10.90,5.13,259.40,591.56,105.41,12.34,591.56,436.76
A002810,삼영무역,12,2022,Annual,11.72,10.11,3.93,209.59,622.48,104.09,11.78,622.48,583.05
A213500,한솔제지,12,2011,Annual,,,,,,,,,
A213500,한솔제지,12,2012,Annual,,,,,,,,,
A213500,한솔제지,12,2013,Annual,,,,,,,,,
A213500,한솔제지,12,2014,Annual,,,,,,,,,
A213500,한솔제지,12,2015,Annual,1.46,19.97,4.96,,,105.22,,,
A213500,한솔제지,12,2016,Annual,2.78,22.37,7.98,133.19,63.70,108.67,14.62,63.70,46.50
A213500,한솔제지,12,2017,Annual,2.62,17.24,3.98,57.97,53.35,104.14,11.82,53.35,38.26
A213500,한솔제지,12,2018,Annual,2.07,17.96,6.10,101.38,49.93,106.50,10.50,49.93,34.30
A213500,한솔제지,12,2019,Annual,2.38,18.01,5.71,80.63,62.02,106.06,12.31,62.02,33.63
A213500,한솔제지,12,2020,Annual,3.93,19.91,6.26,79.45,60.66,106.68,11.58,60.66,49.80
A213500,한솔제지,12,2021,Annual,0.75,19.69,3.31,51.03,24.15,103.42,4.37,24.15,11.49
A213500,한솔제지,12,2022,Annual,3.00,23.29,5.30,109.42,80.52,105.59,13.48,80.52,62.03
A016590,신대양제지,12,2011,Annual,3.03,11.78,5.02,110.29,88.67,105.28,7.22,88.67,64.09
A016590,신대양제지,12,2012,Annual,8.08,19.54,11.87,238.87,210.85,113.47,15.71,210.85,149.17
A016590,신대양제지,12,2013,Annual,3.85,13.27,4.82,90.68,97.21,105.06,6.76,97.21,68.58
A016590,신대양제지,12,2014,Annual,5.02,16.61,7.68,138.42,134.04,108.32,9.10,134.04,91.35
A016590,신대양제지,12,2015,Annual,-9.80,11.79,3.47,44.05,-158.56,103.59,-11.31,-158.56,-113.70
A016590,신대양제지,12,2016,Annual,6.73,10.94,3.26,42.62,153.58,103.38,11.45,153.58,80.56
A016590,신대양제지,12,2017,Annual,5.30,12.59,5.61,145.64,178.10,105.94,10.34,178.10,138.43
A016590,신대양제지,12,2018,Annual,13.88,26.03,16.44,578.85,603.04,119.68,26.36,603.04,393.48
A016590,신대양제지,12,2019,Annual,11.17,25.39,14.64,469.95,479.03,117.15,17.87,479.03,276.97
A016590,신대양제지,12,2020,Annual,7.50,22.10,10.60,320.63,299.37,111.86,10.28,299.37,210.58
A016590,신대양제지,12,2021,Annual,8.87,18.39,7.98,269.97,389.46,108.67,12.80,389.46,268.57
A016590,신대양제지,12,2022,Annual,7.58,17.84,7.52,252.43,306.27,108.13,9.61,306.27,236.15
A293480,하나제약,12,2011,Annual,-21.72,60.56,12.34,385.73,244.43,114.08,31.20,244.43,-678.99
A293480,하나제약,12,2012,Annual,2.48,53.66,13.40,385.54,233.00,115.48,38.32,233.00,71.31
A293480,하나제약,12,2013,Annual,7.10,54.17,12.94,410.03,277.83,114.86,31.41,277.83,225.07
A293480,하나제약,12,2014,Annual,2.88,53.25,7.37,254.80,128.75,107.96,12.30,128.75,99.48
A293480,하나제약,12,2015,Annual,4.51,65.62,14.17,491.72,386.30,116.51,40.10,386.30,156.40
A293480,하나제약,12,2016,Annual,14.00,67.38,19.01,N/A(IFRS),N/A(IFRS),123.47,N/A(IFRS),N/A(IFRS),N/A(IFRS)
A293480,하나제약,12,2017,Annual,17.44,67.74,22.92,584.17,566.44,129.73,45.27,566.44,444.66
A293480,하나제약,12,2018,Annual,17.12,66.68,21.96,474.08,456.69,128.14,22.56,456.69,369.64
A293480,하나제약,12,2019,Annual,17.01,66.25,20.18,414.40,430.39,125.28,16.38,430.39,349.43
A293480,하나제약,12,2020,Annual,8.40,64.31,17.86,391.05,351.79,121.75,12.59,351.79,183.86
A293480,하나제약,12,2021,Annual,14.26,66.61,18.33,423.99,422.06,122.45,14.80,422.06,329.84
A293480,하나제약,12,2022,Annual,11.53,62.24,14.78,350.77,345.68,117.35,11.81,345.68,273.53
A008350,남선알미늄,12,2011,Annual,8.18,8.69,1.38,8.17,56.41,101.40,49.02,56.41,48.53
A008350,남선알미늄,12,2012,Annual,-5.36,7.84,-1.27,-7.11,-32.14,98.74,-26.20,-32.14,-29.93
A008350,남선알미늄,12,2013,Annual,2.73,11.59,3.85,24.62,21.16,104.00,17.69,21.16,17.48
A008350,남선알미늄,12,2014,Annual,5.16,11.39,4.08,25.21,21.36,104.25,14.91,21.36,31.87
A008350,남선알미늄,12,2015,Annual,4.25,12.55,4.88,30.96,32.92,105.13,19.09,32.92,26.94
A008350,남선알미늄,12,2016,Annual,5.09,11.74,6.03,43.77,48.04,106.42,23.52,48.04,36.93
A008350,남선알미늄,12,2017,Annual,5.43,11.05,5.18,37.56,51.26,105.46,20.95,51.26,39.36
A008350,남선알미늄,12,2018,Annual,7.25,10.03,2.71,17.06,56.68,102.79,19.79,56.68,45.65
A008350,남선알미늄,12,2019,Annual,4.46,10.74,3.57,20.96,33.16,103.70,10.53,33.16,26.21
A008350,남선알미늄,12,2020,Annual,3.93,7.12,-0.56,-2.74,23.40,99.44,7.01,23.40,19.08
A008350,남선알미늄,12,2021,Annual,18.10,6.24,-3.00,-12.51,90.60,97.09,23.53,90.60,75.46
A008350,남선알미늄,12,2022,Annual,10.92,7.07,-0.97,-4.15,50.77,99.04,11.22,50.77,46.57
A015360,예스코홀딩스,12,2011,Annual,1.54,8.74,1.66,78.72,90.25,101.69,4.52,90.25,69.08
A015360,예스코홀딩스,12,2012,Annual,2.11,8.19,1.15,55.09,65.44,101.16,3.18,65.44,91.41
A015360,예스코홀딩스,12,2013,Annual,0.95,7.73,1.05,51.66,72.12,101.06,3.43,72.12,48.67
A015360,예스코홀딩스,12,2014,Annual,0.95,7.65,0.31,14.57,63.32,100.32,3.00,63.32,34.73
A015360,예스코홀딩스,12,2015,Annual,1.62,10.14,1.45,57.93,76.43,101.47,3.58,76.43,52.67
A015360,예스코홀딩스,12,2016,Annual,4.68,12.22,2.01,70.42,187.26,102.05,8.50,187.26,116.84
A015360,예스코홀딩스,12,2017,Annual,2.43,12.24,2.19,81.30,140.65,102.24,6.15,140.65,75.44
A015360,예스코홀딩스,12,2018,Annual,-3.29,13.46,2.30,84.05,-156.87,102.36,-7.26,-156.87,-130.92
A015360,예스코홀딩스,12,2019,Annual,2.00,13.19,2.00,73.81,97.03,102.04,4.82,97.03,65.56
A015360,예스코홀딩스,12,2020,Annual,-7.07,13.42,0.91,33.43,-197.77,100.92,-10.50,-197.77,-225.42
A015360,예스코홀딩스,12,2021,Annual,2.06,15.72,5.13,220.46,189.81,105.40,10.80,189.81,72.02
A015360,예스코홀딩스,12,2022,Annual,-0.17,9.97,0.08,4.07,-19.46,100.08,-1.11,-19.46,-33.22
A298000,효성화학,12,2011,Annual,,,,,,,,,
A298000,효성화학,12,2012,Annual,,,,,,,,,
A298000,효성화학,12,2013,Annual,,,,,,,,,
A298000,효성화학,12,2014,Annual,,,,,,,,,
A298000,효성화학,12,2015,Annual,,,,,,,,,
A298000,효성화학,12,2016,Annual,,,,,,,,,
A298000,효성화학,12,2017,Annual,,,,,,,,,
A298000,효성화학,12,2018,Annual,1.83,10.26,5.82,,,106.18,,,
A298000,효성화학,12,2019,Annual,4.85,13.44,8.49,964.77,689.71,109.28,26.77,689.71,550.60
A298000,효성화학,12,2020,Annual,-0.64,8.42,3.35,381.98,21.45,103.47,0.80,21.45,-72.83
A298000,효성화학,12,2021,Annual,2.32,9.42,5.42,856.23,641.81,105.73,22.96,641.81,366.23
A298000,효성화학,12,2022,Annual,-14.20,-8.00,-11.70,"-2,111.06","-2,810.24",89.53,-148.45,"-2,810.24","-2,563.33"
A102260,동성케미컬,12,2011,Annual,0.36,12.50,3.23,80.58,39.78,103.33,3.68,39.78,-7.63
A102260,동성케미컬,12,2012,Annual,4.62,16.39,6.75,171.20,146.17,107.23,13.49,146.17,57.52
A102260,동성케미컬,12,2013,Annual,2.19,14.22,5.34,140.57,91.77,105.64,8.92,91.77,1.92
A102260,동성케미컬,12,2014,Annual,3.21,14.64,5.53,140.34,88.01,105.85,8.78,88.01,20.43
A102260,동성케미컬,12,2015,Annual,5.00,17.57,7.65,163.33,140.32,108.29,14.75,140.32,49.69
A102260,동성케미컬,12,2016,Annual,6.21,18.27,7.63,143.12,155.02,108.26,16.79,155.02,82.45
A102260,동성케미컬,12,2017,Annual,-0.72,11.13,0.44,8.04,3.00,100.44,0.32,3.00,21.59
A102260,동성케미컬,12,2018,Annual,-0.59,11.69,0.96,17.11,6.45,100.97,0.72,6.45,-7.08
A102260,동성케미컬,12,2019,Annual,2.94,17.41,6.10,114.04,77.60,106.49,8.61,77.60,12.40
A102260,동성케미컬,12,2020,Annual,4.30,19.10,7.52,145.39,123.64,108.14,13.08,123.64,14.92
A102260,동성케미컬,12,2021,Annual,4.58,14.81,4.89,96.75,114.51,105.15,12.13,114.51,38.24
A102260,동성케미컬,12,2022,Annual,4.11,12.77,4.86,111.43,112.24,105.10,11.79,112.24,70.52
A130660,한전산업,12,2011,Annual,4.32,14.69,7.76,128.81,132.57,108.42,32.80,132.57,73.73
A130660,한전산업,12,2012,Annual,2.19,12.85,6.40,99.89,57.40,106.84,13.80,57.40,42.91
A130660,한전산업,12,2013,Annual,3.36,11.94,6.06,109.57,80.38,106.45,18.07,80.38,61.61
A130660,한전산업,12,2014,Annual,-2.96,9.38,4.43,91.11,66.14,104.64,16.55,66.14,3.69
A130660,한전산업,12,2015,Annual,2.44,14.04,8.64,176.17,164.79,109.46,46.98,164.79,50.17
A130660,한전산업,12,2016,Annual,4.26,10.85,4.88,92.76,116.78,105.13,29.80,116.78,81.03
A130660,한전산업,12,2017,Annual,4.13,11.73,5.54,114.97,113.42,105.87,26.99,113.42,85.63
A130660,한전산업,12,2018,Annual,4.58,12.64,5.60,90.15,104.45,105.93,23.18,104.45,74.30
A130660,한전산업,12,2019,Annual,5.82,13.46,7.27,129.09,149.07,107.84,30.23,149.07,103.38
A130660,한전산업,12,2020,Annual,4.09,12.76,5.78,116.78,117.48,106.13,22.72,117.48,83.79
A130660,한전산업,12,2021,Annual,2.67,11.13,5.46,107.46,70.61,105.77,13.67,70.61,52.86
A130660,한전산업,12,2022,Annual,4.71,12.48,5.39,114.43,129.48,105.70,23.30,129.48,99.76
A004360,세방,12,2011,Annual,7.17,9.55,5.35,355.60,661.40,105.65,13.62,661.40,456.11
A004360,세방,12,2012,Annual,7.53,9.54,4.80,299.50,665.37,105.04,12.80,665.37,471.55
A004360,세방,12,2013,Annual,4.54,6.59,2.15,120.86,362.23,102.20,6.62,362.23,298.72
A004360,세방,12,2014,Annual,5.85,10.42,4.30,248.71,425.81,104.49,7.40,425.81,334.70
A004360,세방,12,2015,Annual,6.52,10.15,3.89,225.40,476.51,104.05,7.86,476.51,373.54
A004360,세방,12,2016,Annual,6.52,10.13,3.03,171.13,452.97,103.13,7.10,452.97,365.55
A004360,세방,12,2017,Annual,4.72,8.71,1.72,99.88,325.03,101.75,4.89,325.03,272.32
A004360,세방,12,2018,Annual,6.68,9.18,1.75,99.32,455.82,101.78,6.58,455.82,377.66
A004360,세방,12,2019,Annual,0.93,9.78,2.23,140.38,73.35,102.28,1.03,73.35,58.82
A004360,세방,12,2020,Annual,3.87,9.00,1.95,142.52,394.13,101.98,5.40,394.13,282.93
A004360,세방,12,2021,Annual,4.96,8.87,2.76,253.57,626.81,102.83,8.23,626.81,455.98
A004360,세방,12,2022,Annual,8.18,9.47,3.50,392.61,573.12,103.63,6.93,573.12,916.52
