Symbol,Name,결산월,회계년,주기,당기순이익률(%),매출총이익증가율(전년동기)(%),영업이익률(%),자본금영업이익률(%),자본금세전계속사업이익률(%),*영업수익/영업비용(%),ROE(세전계속사업이익)(%),자본금세전계속사업이익률(%),자본금지배주주순이익률(%)
A335810,프리시젼바이오,12,2011,Annual,,,,,,,,,
A335810,프리시젼바이오,12,2012,Annual,,,,,,,,,
A335810,프리시젼바이오,12,2013,Annual,,,,,,,,,
A335810,프리시젼바이오,12,2014,Annual,,,,,,,,,
A335810,프리시젼바이오,12,2015,Annual,-102.78,,-166.02,,,37.59,,,
A335810,프리시젼바이오,12,2016,Annual,-26.35,흑전,-36.98,-84.63,-60.25,73.00,-50.94,-60.25,-60.30
A335810,프리시젼바이오,12,2017,Annual,-55.71,-18.62,-50.07,-73.66,-81.92,66.64,-111.08,-81.92,-81.96
A335810,프리시젼바이오,12,2018,Annual,-88.05,-14.34,-61.89,-90.77,-129.11,61.77,-788.88,-129.11,-129.14
A335810,프리시젼바이오,12,2019,Annual,-6.53,43.96,-42.49,-73.18,-11.24,70.18,-8.27,-11.24,-11.25
A335810,프리시젼바이오,12,2020,Annual,-57.03,71.94,-19.79,-35.44,-102.13,83.48,-20.41,-102.13,-102.14
A335810,프리시젼바이오,12,2021,Annual,-26.14,-3.40,-26.87,-75.53,-75.73,78.82,-11.33,-75.73,-73.46
A335810,프리시젼바이오,12,2022,Annual,-33.27,46.69,-22.00,-78.41,-122.06,81.97,-19.53,-122.06,-118.58
A034940,조아제약,12,2011,Annual,4.12,5.95,6.38,17.89,12.16,106.81,3.71,12.16,11.55
A034940,조아제약,12,2012,Annual,3.66,8.57,2.34,6.99,7.70,102.40,2.25,7.70,10.11
A034940,조아제약,12,2013,Annual,4.00,4.61,3.75,11.64,12.20,103.90,3.46,12.20,12.75
A034940,조아제약,12,2014,Annual,-9.57,-11.65,-9.38,-28.54,-28.82,91.43,-8.43,-28.82,-28.79
A034940,조아제약,12,2015,Annual,1.88,18.94,0.28,0.99,4.09,100.28,1.24,4.09,7.15
A034940,조아제약,12,2016,Annual,0.20,8.97,-0.01,-0.03,0.56,99.99,0.17,0.56,1.15
A034940,조아제약,12,2017,Annual,2.34,5.82,0.54,2.24,5.33,100.54,1.50,5.33,11.47
A034940,조아제약,12,2018,Annual,0.98,2.70,2.10,9.36,2.63,102.15,0.70,2.63,4.53
A034940,조아제약,12,2019,Annual,-1.66,1.95,-0.54,-2.59,-8.16,99.46,-2.21,-8.16,-6.40
A034940,조아제약,12,2020,Annual,-2.46,-11.14,-2.73,-12.03,-11.92,97.34,-3.26,-11.92,-8.90
A034940,조아제약,12,2021,Annual,-13.97,-23.10,-12.17,-45.21,-46.14,89.15,-13.60,-46.14,-51.93
A034940,조아제약,12,2022,Annual,0.75,29.22,-0.70,-3.11,-2.74,99.30,-0.85,-2.74,3.62
A024840,KBI메탈,12,2011,Annual,0.52,흑전,-0.42,-4.66,7.85,99.59,7.17,7.85,5.81
A024840,KBI메탈,12,2012,Annual,-0.65,28.96,0.47,4.90,-7.81,100.47,-7.97,-7.81,-6.75
A024840,KBI메탈,12,2013,Annual,2.71,6.78,1.26,14.09,32.34,101.28,29.00,32.34,30.07
A024840,KBI메탈,12,2014,Annual,-1.88,-56.32,-1.40,-13.01,-18.69,98.62,-15.75,-18.69,-16.68
A024840,KBI메탈,12,2015,Annual,-2.78,-8.96,-0.98,-8.49,-24.13,99.02,-25.29,-24.13,-23.95
A024840,KBI메탈,12,2016,Annual,0.88,144.88,2.55,28.67,9.17,102.62,6.55,9.17,9.92
A024840,KBI메탈,12,2017,Annual,1.30,78.27,3.70,132.79,22.16,103.84,4.64,22.16,46.34
A024840,KBI메탈,12,2018,Annual,0.95,-48.85,1.14,33.85,30.74,101.15,5.93,30.74,27.26
A024840,KBI메탈,12,2019,Annual,1.38,39.54,2.09,64.32,22.40,102.13,4.09,22.40,40.12
A024840,KBI메탈,12,2020,Annual,0.48,7.38,2.19,65.40,24.99,102.24,4.35,24.99,11.17
A024840,KBI메탈,12,2021,Annual,-0.10,14.22,1.98,82.07,3.34,102.02,0.56,3.34,-6.72
A024840,KBI메탈,12,2022,Annual,0.33,-41.15,0.75,32.53,22.14,100.76,3.53,22.14,10.09
A418250,시큐레터,12,2011,Annual,,,,,,,,,
A418250,시큐레터,12,2012,Annual,,,,,,,,,
A418250,시큐레터,12,2013,Annual,,,,,,,,,
A418250,시큐레터,12,2014,Annual,,,,,,,,,
A418250,시큐레터,12,2015,Annual,,,,,,,,,
A418250,시큐레터,12,2016,Annual,,,,,,,,,
A418250,시큐레터,12,2017,Annual,,,,,,,,,
A418250,시큐레터,12,2018,Annual,,,,,,,,,
A418250,시큐레터,12,2019,Annual,,,,,,,,,
A418250,시큐레터,12,2020,Annual,-522.19,,-145.20,,,40.78,,,
A418250,시큐레터,12,2021,Annual,-242.35,61.50,-168.28,-135.84,-195.62,37.27,완전잠식,-195.62,-195.62
A418250,시큐레터,12,2022,Annual,-196.43,44.38,-199.89,-176.18,-173.14,33.35,-90.78,-173.14,-173.14
A222420,쎄노텍,12,2011,Annual,15.17,,19.50,,,124.22,,,
A222420,쎄노텍,12,2012,Annual,4.22,-18.29,8.23,252.17,177.56,108.97,10.38,177.56,129.37
A222420,쎄노텍,12,2013,Annual,4.31,-13.22,7.56,218.73,140.72,108.18,7.67,140.72,124.71
A222420,쎄노텍,12,2014,Annual,9.60,N/A(IFRS),15.70,N/A(IFRS),N/A(IFRS),118.63,N/A(IFRS),N/A(IFRS),N/A(IFRS)
A222420,쎄노텍,12,2015,Annual,17.04,18.58,19.31,298.94,315.13,123.93,35.58,315.13,263.86
A222420,쎄노텍,12,2016,Annual,7.36,17.25,16.26,180.18,102.62,119.41,13.26,102.62,81.56
A222420,쎄노텍,12,2017,Annual,5.78,-15.90,10.14,106.01,70.96,111.28,7.45,70.96,60.46
A222420,쎄노텍,12,2018,Annual,-8.43,-47.07,-4.79,-39.81,-98.57,95.43,-10.30,-98.57,-70.05
A222420,쎄노텍,12,2019,Annual,-7.64,2.50,-0.40,-2.82,-71.23,99.60,-7.96,-71.23,-53.91
A222420,쎄노텍,12,2020,Annual,-30.64,-60.04,-10.70,-62.36,-122.63,90.34,-15.65,-122.63,-178.61
A222420,쎄노텍,12,2021,Annual,3.84,178.78,8.12,66.53,18.81,108.84,2.55,18.81,31.45
A222420,쎄노텍,12,2022,Annual,-0.21,2.92,3.24,26.90,-33.81,103.35,-4.10,-33.81,-1.73
A090150,아이윈,12,2011,Annual,3.30,34.93,4.92,96.42,69.75,105.18,9.48,69.75,62.54
A090150,아이윈,12,2012,Annual,4.10,6.71,4.57,92.70,98.94,104.79,12.78,98.94,81.09
A090150,아이윈,12,2013,Annual,3.01,-7.50,2.48,47.39,65.40,102.55,8.08,65.40,57.45
A090150,아이윈,12,2014,Annual,0.88,11.00,2.76,54.12,36.04,102.84,4.30,36.04,17.32
A090150,아이윈,12,2015,Annual,0.95,-8.43,1.60,32.07,24.27,101.62,2.84,24.27,19.13
A090150,아이윈,12,2016,Annual,1.96,11.82,1.44,31.47,54.63,101.46,6.21,54.63,42.92
A090150,아이윈,12,2017,Annual,-3.07,-0.53,-3.65,-73.49,-72.46,96.48,-8.44,-72.46,-61.87
A090150,아이윈,12,2018,Annual,-2.69,-6.31,-2.80,-54.45,-51.75,97.27,-6.52,-51.75,-52.19
A090150,아이윈,12,2019,Annual,2.38,25.32,3.91,77.25,71.19,104.07,8.46,71.19,41.93
A090150,아이윈,12,2020,Annual,2.39,-1.88,3.76,66.27,55.31,103.90,5.97,55.31,35.87
A090150,아이윈,12,2021,Annual,2.49,12.19,2.75,36.85,34.46,102.82,3.91,34.46,29.81
A090150,아이윈,12,2022,Annual,-3.84,13.34,2.39,15.38,-23.15,102.45,-4.45,-23.15,-26.20
A038060,루멘스,12,2011,Annual,6.35,22.97,6.53,112.14,115.65,106.98,20.15,115.65,110.52
A038060,루멘스,12,2012,Annual,3.95,73.11,6.38,155.83,124.41,106.81,18.19,124.41,98.38
A038060,루멘스,12,2013,Annual,5.28,34.09,8.55,244.68,192.17,109.35,23.06,192.17,151.97
A038060,루멘스,12,2014,Annual,2.24,-30.64,3.83,87.02,69.55,103.98,7.35,69.55,50.89
A038060,루멘스,12,2015,Annual,-1.86,-31.25,1.44,26.00,-25.78,101.46,-2.72,-25.78,-25.77
A038060,루멘스,12,2016,Annual,-1.55,9.32,1.30,22.19,-24.67,101.32,-2.69,-24.67,-22.57
A038060,루멘스,12,2017,Annual,0.32,-26.01,-2.55,-38.96,-41.64,97.52,-4.52,-41.64,13.28
A038060,루멘스,12,2018,Annual,-9.66,-43.01,-6.26,-86.23,-110.00,94.11,-12.58,-110.00,-134.43
A038060,루멘스,12,2019,Annual,-18.89,-59.85,-12.12,-165.91,-222.40,89.19,-32.66,-222.40,-261.96
A038060,루멘스,12,2020,Annual,-13.79,188.91,-0.58,-4.98,-3.25,99.43,-0.68,-3.25,-73.41
A038060,루멘스,12,2021,Annual,-17.07,-16.77,0.46,3.30,-70.68,100.46,-19.77,-70.68,-114.25
A038060,루멘스,12,2022,Annual,9.55,-11.00,0.72,4.95,68.31,100.72,19.62,68.31,66.07
A199730,바이오인프라,12,2011,Annual,,,,,,,,,
A199730,바이오인프라,12,2012,Annual,,,,,,,,,
A199730,바이오인프라,12,2013,Annual,,,,,,,,,
A199730,바이오인프라,12,2014,Annual,3.14,,6.79,,,107.28,,,
A199730,바이오인프라,12,2015,Annual,4.62,-9.15,8.55,95.43,51.53,109.35,15.75,51.53,51.53
A199730,바이오인프라,12,2016,Annual,7.07,0.52,9.79,90.56,65.39,110.86,16.30,65.39,65.39
A199730,바이오인프라,12,2017,Annual,,,,,,,,,
A199730,바이오인프라,12,2018,Annual,,,,,,,,,
A199730,바이오인프라,12,2019,Annual,-15.19,,17.35,,,120.99,,,
A199730,바이오인프라,12,2020,Annual,21.37,N/A(IFRS),18.48,N/A(IFRS),N/A(IFRS),122.68,N/A(IFRS),N/A(IFRS),N/A(IFRS)
A199730,바이오인프라,12,2021,Annual,20.40,45.68,24.42,"1,084.85","1,031.95",132.32,93.50,"1,031.95",906.26
A199730,바이오인프라,12,2022,Annual,17.61,16.14,17.95,462.29,507.82,121.88,48.57,507.82,453.35
A415380,스튜디오삼익,12,2011,Annual,,,,,,,,,
A415380,스튜디오삼익,12,2012,Annual,,,,,,,,,
A415380,스튜디오삼익,12,2013,Annual,,,,,,,,,
A415380,스튜디오삼익,12,2014,Annual,,,,,,,,,
A415380,스튜디오삼익,12,2015,Annual,,,,,,,,,
A415380,스튜디오삼익,12,2016,Annual,,,,,,,,,
A415380,스튜디오삼익,12,2017,Annual,,,,,,,,,
A415380,스튜디오삼익,12,2018,Annual,,,,,,,,,
A415380,스튜디오삼익,12,2019,Annual,,,,,,,,,
A415380,스튜디오삼익,12,2020,Annual,5.68,,6.17,,,106.58,,,
A415380,스튜디오삼익,12,2021,Annual,4.46,21.36,5.01,799.85,701.03,105.28,35.58,701.03,712.15
A415380,스튜디오삼익,12,2022,Annual,2.22,-5.39,2.77,429.23,427.65,102.85,15.34,427.65,344.82
A038620,위즈코프,12,2011,Annual,-78.07,-29.93,-9.54,-7.82,-67.12,91.29,-26.43,-67.12,-63.96
A038620,위즈코프,12,2012,Annual,3.53,-11.78,-8.25,-6.25,2.68,92.38,1.19,2.68,2.68
A038620,위즈코프,12,2013,Annual,-14.89,19.05,-2.07,-1.60,-11.52,97.97,-5.03,-11.52,-11.52
A038620,위즈코프,12,2014,Annual,-1.90,6.23,4.21,3.41,-1.54,104.39,-0.67,-1.54,-1.54
A038620,위즈코프,12,2015,Annual,6.29,15.70,2.09,1.97,5.93,102.14,2.64,5.93,5.93
A038620,위즈코프,12,2016,Annual,5.05,89.50,3.60,6.57,6.97,103.74,3.11,6.97,9.21
A038620,위즈코프,12,2017,Annual,3.32,16.12,2.54,5.34,9.54,102.61,4.14,9.54,8.50
A038620,위즈코프,12,2018,Annual,0.16,5.24,1.93,4.20,1.69,101.97,0.75,1.69,1.38
A038620,위즈코프,12,2019,Annual,0.07,-8.47,2.83,5.47,-0.13,102.91,-0.06,-0.13,0.28
A038620,위즈코프,12,2020,Annual,9.69,-23.92,1.09,1.59,16.00,101.10,7.41,16.00,14.42
A038620,위즈코프,12,2021,Annual,-17.31,-3.61,2.23,2.90,-17.12,102.28,-7.32,-17.12,-22.31
A038620,위즈코프,12,2022,Annual,6.31,26.75,3.73,4.73,15.54,103.88,6.55,15.54,8.75
A080520,오디텍,12,2011,Annual,7.80,-62.92,8.30,138.67,160.76,109.05,9.98,160.76,130.40
A080520,오디텍,12,2012,Annual,10.40,43.74,13.06,247.38,233.41,115.02,13.42,233.41,196.99
A080520,오디텍,12,2013,Annual,14.88,13.17,17.24,280.07,292.82,120.83,15.22,292.82,241.71
A080520,오디텍,12,2014,Annual,12.95,-20.29,14.76,171.97,196.67,117.32,10.72,196.67,150.85
A080520,오디텍,12,2015,Annual,15.58,-0.49,14.74,147.49,189.29,117.29,10.91,189.29,155.90
A080520,오디텍,12,2016,Annual,18.11,3.78,17.30,164.18,207.18,120.93,11.01,207.18,171.78
A080520,오디텍,12,2017,Annual,8.09,-42.71,8.72,72.74,80.18,109.55,4.10,80.18,67.49
A080520,오디텍,12,2018,Annual,7.65,-48.71,2.42,18.63,77.91,102.48,3.95,77.91,58.90
A080520,오디텍,12,2019,Annual,5.14,-0.35,2.86,20.30,40.97,102.95,2.04,40.97,36.42
A080520,오디텍,12,2020,Annual,13.03,8.72,3.09,22.23,126.47,103.19,6.22,126.47,93.68
A080520,오디텍,12,2021,Annual,8.75,8.32,5.62,44.86,53.16,105.95,2.51,53.16,69.88
A080520,오디텍,12,2022,Annual,-10.04,적전,-8.35,-57.41,-76.88,92.30,-3.59,-76.88,-69.04
A073110,엘엠에스,12,2011,Annual,10.13,-21.95,14.28,296.97,248.92,116.66,15.96,248.92,218.60
A073110,엘엠에스,12,2012,Annual,10.72,3.25,13.45,254.38,194.00,115.55,11.16,194.00,207.12
A073110,엘엠에스,12,2013,Annual,13.92,26.65,15.10,378.31,336.92,117.79,17.33,336.92,348.60
A073110,엘엠에스,12,2014,Annual,16.83,15.77,13.51,417.28,545.34,115.62,23.29,545.34,520.05
A073110,엘엠에스,12,2015,Annual,5.60,-26.69,5.89,160.74,196.50,106.26,7.39,196.50,152.72
A073110,엘엠에스,12,2016,Annual,-10.28,1.10,8.03,201.49,179.79,108.73,6.95,179.79,-257.95
A073110,엘엠에스,12,2017,Annual,6.60,44.44,13.59,432.03,180.53,115.73,7.28,180.53,209.76
A073110,엘엠에스,12,2018,Annual,6.08,-20.86,10.31,249.27,190.69,111.49,7.45,190.69,146.99
A073110,엘엠에스,12,2019,Annual,6.81,87.88,5.79,208.95,279.70,106.15,10.44,279.70,245.64
A073110,엘엠에스,12,2020,Annual,-15.43,-59.33,-10.41,-275.42,-385.91,90.57,-15.54,-385.91,-408.27
A073110,엘엠에스,12,2021,Annual,2.14,-31.56,-6.73,-142.54,50.83,93.69,2.26,50.83,45.36
A073110,엘엠에스,12,2022,Annual,0.27,41.16,1.48,32.39,77.94,101.50,3.52,77.94,5.91
A096610,알에프세미,12,2011,Annual,20.36,28.20,26.22,287.33,277.12,135.54,25.56,277.12,223.08
A096610,알에프세미,12,2012,Annual,11.02,-21.00,14.92,156.06,132.45,117.54,12.75,132.45,115.27
A096610,알에프세미,12,2013,Annual,10.47,12.46,14.62,189.02,153.42,117.12,13.36,153.42,135.36
A096610,알에프세미,12,2014,Annual,5.77,-25.93,8.58,117.05,89.97,109.38,7.24,89.97,78.77
A096610,알에프세미,12,2015,Annual,3.88,2.66,5.24,73.89,58.71,105.53,4.51,58.71,54.69
A096610,알에프세미,12,2016,Annual,1.63,18.51,4.09,64.70,31.64,104.27,2.38,31.64,25.74
A096610,알에프세미,12,2017,Annual,-2.21,-24.73,0.35,5.41,-51.13,100.35,-3.92,-51.13,-33.49
A096610,알에프세미,12,2018,Annual,0.42,7.79,1.22,15.59,-4.22,101.24,-0.33,-4.22,5.82
A096610,알에프세미,12,2019,Annual,-6.49,-4.10,-1.85,-19.39,-72.80,98.18,-5.76,-72.80,-67.82
A096610,알에프세미,12,2020,Annual,-59.89,적전,-62.01,-477.66,-549.91,61.72,-55.58,-549.91,-461.02
A096610,알에프세미,12,2021,Annual,-25.04,적지,-29.98,-220.88,-237.23,76.94,-32.99,-237.23,-184.05
A096610,알에프세미,12,2022,Annual,-41.29,적지,-31.57,-196.60,-272.16,76.01,-44.90,-272.16,-256.76
A140520,대창스틸,12,2011,Annual,3.29,N/A(IFRS),3.70,N/A(IFRS),N/A(IFRS),103.84,N/A(IFRS),N/A(IFRS),N/A(IFRS)
A140520,대창스틸,12,2012,Annual,1.06,-24.85,2.06,127.01,85.93,102.11,5.34,85.93,65.39
A140520,대창스틸,12,2013,Annual,1.11,12.75,2.68,149.29,77.35,102.75,4.75,77.35,61.93
A140520,대창스틸,12,2014,Annual,0.55,-10.97,2.57,103.15,28.86,102.64,1.88,28.86,21.90
A140520,대창스틸,12,2015,Annual,1.75,-19.90,1.49,53.13,50.71,101.51,3.19,50.71,64.14
A140520,대창스틸,12,2016,Annual,-1.50,19.35,-0.47,-19.33,-72.49,99.54,-4.27,-72.49,-46.97
A140520,대창스틸,12,2017,Annual,0.77,-21.69,1.78,50.43,12.97,101.81,0.90,12.97,20.34
A140520,대창스틸,12,2018,Annual,-8.98,13.86,2.22,48.39,9.79,102.27,0.85,9.79,-115.54
A140520,대창스틸,12,2019,Annual,0.01,-7.69,2.08,41.08,-44.87,102.12,-4.47,-44.87,-7.02
A140520,대창스틸,12,2020,Annual,-3.82,-12.92,-1.40,-23.98,-67.87,98.62,-7.15,-67.87,-63.41
A140520,대창스틸,12,2021,Annual,5.20,88.25,3.33,95.90,164.56,103.44,17.06,164.56,136.98
A140520,대창스틸,12,2022,Annual,15.65,-11.86,1.27,48.04,697.66,101.29,53.63,697.66,528.08
A052600,한네트,12,2011,Annual,6.54,-43.99,9.67,51.89,41.12,110.70,6.92,41.12,35.12
A052600,한네트,12,2012,Annual,1.94,-21.26,7.77,36.44,10.46,108.42,1.84,10.46,9.12
A052600,한네트,12,2013,Annual,5.65,54.28,13.36,65.36,30.14,115.41,5.21,30.14,27.65
A052600,한네트,12,2014,Annual,8.04,0.08,14.05,67.33,48.13,116.34,7.96,48.13,38.54
A052600,한네트,12,2015,Annual,7.22,-0.87,11.80,57.60,41.85,113.38,6.78,41.85,35.27
A052600,한네트,12,2016,Annual,8.27,0.06,12.84,64.06,48.46,114.73,7.68,48.46,41.26
A052600,한네트,12,2017,Annual,5.05,-22.03,8.90,42.49,27.64,109.77,4.32,27.64,24.11
A052600,한네트,12,2018,Annual,4.05,-9.36,7.52,35.35,19.97,108.13,3.17,19.97,19.03
A052600,한네트,12,2019,Annual,4.36,1.77,7.22,32.40,19.34,107.78,3.15,19.34,19.59
A052600,한네트,12,2020,Annual,5.09,-10.16,5.75,24.31,19.49,106.10,3.21,19.49,21.54
A052600,한네트,12,2021,Annual,6.18,5.40,6.35,25.34,27.56,106.78,4.54,27.56,24.66
A052600,한네트,12,2022,Annual,8.93,30.21,11.34,43.07,39.20,112.79,6.40,39.20,33.94
A066360,체리부로,12,2011,Annual,0.32,-11.03,2.94,73.52,15.51,103.03,2.48,15.51,8.56
A066360,체리부로,12,2012,Annual,-6.26,-48.41,-4.83,-126.25,-183.57,95.39,-33.05,-183.57,-152.59
A066360,체리부로,12,2013,Annual,1.97,112.64,3.11,91.95,82.99,103.21,16.56,82.99,54.18
A066360,체리부로,12,2014,Annual,-4.65,-60.60,-3.46,-77.87,-128.12,96.65,-26.51,-128.12,-108.84
A066360,체리부로,12,2015,Annual,-0.09,N/A(IFRS),3.03,N/A(IFRS),N/A(IFRS),103.13,N/A(IFRS),N/A(IFRS),N/A(IFRS)
A066360,체리부로,12,2016,Annual,5.26,68.83,8.13,217.31,163.28,108.85,35.05,163.28,136.23
A066360,체리부로,12,2017,Annual,5.85,12.11,6.80,191.08,198.00,107.29,29.65,198.00,156.83
A066360,체리부로,12,2018,Annual,-3.32,-47.74,-0.17,-3.53,-65.48,99.83,-8.68,-65.48,-63.17
A066360,체리부로,12,2019,Annual,-6.82,-44.10,-4.79,-103.70,-151.83,95.43,-21.49,-151.83,-140.52
A066360,체리부로,12,2020,Annual,-15.60,-73.64,-8.48,-184.48,-364.55,92.18,-70.89,-364.55,-298.94
A066360,체리부로,12,2021,Annual,-7.69,673.60,0.57,11.17,-144.07,100.58,-56.97,-144.07,-149.73
A066360,체리부로,12,2022,Annual,2.27,56.71,4.09,70.30,52.83,104.27,18.86,52.83,37.00
A047080,한빛소프트,12,2011,Annual,-33.78,-5.45,-16.79,-66.49,-111.24,85.63,-53.66,-111.24,-134.93
A047080,한빛소프트,12,2012,Annual,-0.62,1.84,2.02,7.39,10.28,102.06,6.54,10.28,-4.57
A047080,한빛소프트,12,2013,Annual,-1.12,-22.66,2.24,6.02,1.07,102.29,0.64,1.07,-2.42
A047080,한빛소프트,12,2014,Annual,-4.35,-14.69,3.18,7.41,3.11,103.28,1.96,3.11,-10.33
A047080,한빛소프트,12,2015,Annual,-15.03,-22.50,-2.45,-4.69,-22.98,97.61,-14.87,-22.98,-27.24
A047080,한빛소프트,12,2016,Annual,-23.74,-12.58,-16.34,-41.91,-44.52,85.96,-28.20,-44.52,-58.92
A047080,한빛소프트,12,2017,Annual,2.81,49.47,-3.70,-11.75,22.23,96.43,13.15,22.23,10.53
A047080,한빛소프트,12,2018,Annual,-23.43,-14.01,1.58,4.74,3.75,101.60,2.75,3.75,-70.04
A047080,한빛소프트,12,2019,Annual,8.12,337.31,-0.43,-1.53,-19.34,99.57,-15.47,-19.34,29.03
A047080,한빛소프트,12,2020,Annual,-2.39,30.63,-1.30,-5.99,7.12,98.72,4.69,7.12,-17.36
A047080,한빛소프트,12,2021,Annual,2.77,12.12,-1.11,-5.76,29.35,98.90,17.99,29.35,2.05
A047080,한빛소프트,12,2022,Annual,5.89,-12.18,6.28,28.52,32.93,106.70,17.59,32.93,16.40
A065370,위세아이텍,12,2011,Annual,5.55,,5.60,,,105.94,,,
A065370,위세아이텍,12,2012,Annual,4.97,-0.13,9.12,54.91,32.79,110.04,10.22,32.79,29.94
A065370,위세아이텍,12,2013,Annual,5.49,4.08,11.20,79.10,41.03,112.62,11.71,41.03,38.73
A065370,위세아이텍,12,2014,Annual,4.22,9.54,7.73,75.61,48.57,108.38,12.73,48.57,41.31
A065370,위세아이텍,12,2015,Annual,7.06,N/A(IFRS),1.50,N/A(IFRS),N/A(IFRS),101.52,N/A(IFRS),N/A(IFRS),N/A(IFRS)
A065370,위세아이텍,12,2016,Annual,4.41,12.52,4.19,42.27,48.88,104.38,14.66,48.88,44.44
A065370,위세아이텍,12,2017,Annual,7.17,-0.48,6.52,62.03,76.24,106.97,19.97,76.24,68.26
A065370,위세아이텍,12,2018,Annual,9.09,13.59,10.36,100.86,107.13,111.56,23.53,107.13,88.53
A065370,위세아이텍,12,2019,Annual,13.52,38.22,14.77,171.30,183.47,117.33,31.92,183.47,156.82
A065370,위세아이텍,12,2020,Annual,13.57,16.48,14.81,187.59,198.77,117.39,21.77,198.77,171.88
A065370,위세아이텍,12,2021,Annual,11.87,31.89,17.06,210.81,182.64,120.58,19.93,182.64,146.61
A065370,위세아이텍,12,2022,Annual,10.21,-33.73,3.44,39.68,147.78,103.57,18.09,147.78,117.71
A054540,삼영엠텍,12,2011,Annual,6.62,18.75,8.48,157.85,154.22,109.27,15.16,154.22,122.90
A054540,삼영엠텍,12,2012,Annual,4.13,-17.12,6.10,104.34,106.08,106.50,9.96,106.08,79.07
A054540,삼영엠텍,12,2013,Annual,1.90,-10.99,5.82,88.73,78.25,106.18,7.03,78.25,30.10
A054540,삼영엠텍,12,2014,Annual,0.42,-13.33,2.69,42.51,4.29,102.76,0.38,4.29,4.52
A054540,삼영엠텍,12,2015,Annual,0.69,13.01,5.23,74.99,25.28,105.51,2.26,25.28,14.62
A054540,삼영엠텍,12,2016,Annual,3.56,-21.37,4.52,47.90,47.95,104.73,4.31,47.95,41.13
A054540,삼영엠텍,12,2017,Annual,2.68,-26.24,0.77,7.26,23.56,100.78,2.09,23.56,25.73
A054540,삼영엠텍,12,2018,Annual,1.84,2.97,1.23,12.51,18.98,101.24,1.66,18.98,20.73
A054540,삼영엠텍,12,2019,Annual,5.03,13.65,4.49,46.32,53.18,104.71,4.57,53.18,51.59
A054540,삼영엠텍,12,2020,Annual,10.26,-1.44,1.33,13.34,118.13,101.35,10.11,118.13,103.71
A054540,삼영엠텍,12,2021,Annual,-11.08,-22.17,1.18,11.50,-112.22,101.19,-10.59,-112.22,-94.92
A054540,삼영엠텍,12,2022,Annual,-9.62,26.63,-3.51,-42.34,-140.88,96.61,-15.51,-140.88,-109.59
A198080,엔피디,12,2011,Annual,-3.13,-31.96,-3.21,-167.80,-163.36,96.89,-47.39,-163.36,-163.36
A198080,엔피디,12,2012,Annual,0.76,817.70,2.23,109.68,44.39,102.28,10.88,44.39,38.91
A198080,엔피디,12,2013,Annual,2.00,64.63,3.42,299.28,222.99,103.54,47.38,222.99,163.28
A198080,엔피디,12,2014,Annual,0.30,-46.49,1.49,102.37,44.28,101.51,8.15,44.28,38.30
A198080,엔피디,12,2015,Annual,1.04,N/A(IFRS),2.40,N/A(IFRS),N/A(IFRS),102.46,N/A(IFRS),N/A(IFRS),N/A(IFRS)
A198080,엔피디,12,2016,Annual,2.71,62.69,4.82,444.81,398.88,105.06,62.07,398.88,254.23
A198080,엔피디,12,2017,Annual,4.69,25.97,7.05,251.79,191.88,107.59,44.38,191.88,152.51
A198080,엔피디,12,2018,Annual,3.31,129.79,6.14,230.53,169.15,106.54,41.92,169.15,124.26
A198080,엔피디,12,2019,Annual,5.22,31.27,8.50,380.31,324.81,109.29,56.79,324.81,233.37
A198080,엔피디,12,2020,Annual,-2.13,-38.37,3.58,94.47,-30.43,103.71,-4.10,-30.43,-56.33
A198080,엔피디,12,2021,Annual,1.24,20.45,2.61,73.79,72.98,102.68,8.96,72.98,35.01
A198080,엔피디,12,2022,Annual,-0.45,-4.41,0.49,14.43,27.83,100.49,3.26,27.83,-13.30
A138070,신진에스엠,12,2011,Annual,16.84,17.64,22.30,510.11,481.50,128.70,24.80,481.50,385.18
A138070,신진에스엠,12,2012,Annual,19.49,-11.31,19.44,223.08,283.10,124.13,18.64,283.10,223.62
A138070,신진에스엠,12,2013,Annual,11.29,-12.56,12.34,112.22,132.80,114.07,10.96,132.80,102.66
A138070,신진에스엠,12,2014,Annual,11.44,13.26,12.21,130.05,137.47,113.90,10.26,137.47,122.18
A138070,신진에스엠,12,2015,Annual,7.01,19.71,10.58,135.36,115.43,111.83,7.85,115.43,103.92
A138070,신진에스엠,12,2016,Annual,0.86,-30.33,4.32,47.88,44.19,104.51,2.98,44.19,23.07
A138070,신진에스엠,12,2017,Annual,8.20,34.19,9.60,121.99,140.88,110.63,9.24,140.88,112.06
A138070,신진에스엠,12,2018,Annual,5.41,-7.19,7.25,90.92,83.88,107.82,5.25,83.88,71.20
A138070,신진에스엠,12,2019,Annual,4.58,-4.00,5.77,66.55,64.95,106.12,3.97,64.95,54.24
A138070,신진에스엠,12,2020,Annual,-2.33,-26.42,-0.32,-3.46,-19.87,99.68,-1.24,-19.87,-25.10
A138070,신진에스엠,12,2021,Annual,7.52,54.55,6.76,92.11,130.16,107.26,8.19,130.16,103.27
A138070,신진에스엠,12,2022,Annual,6.71,36.36,10.13,101.50,75.41,111.27,6.65,75.41,65.60
