Symbol,Name,결산월,회계년,주기,유형자산구성비율(%),무형자산구성비율(%),*판관비율(%),타인자본비율(%),부채비율(%),영업이익(천원),이자비용(천원),현금및현금성자산구성비율(%),유동자산(천원),유동부채(천원),당좌자산(천원)
A000250,삼천당제약,12,2019,Annual,19.76,10.42,45.79,23.08,30.00,"25,210,117",0,20.77,"162,492,554","45,205,983","139,457,883"
A000250,삼천당제약,12,2020,Annual,19.96,10.37,53.02,18.73,23.04,"5,522,905",0,18.59,"166,527,651","23,658,314","141,191,159"
A000250,삼천당제약,12,2021,Annual,21.55,13.48,58.81,27.23,37.41,"-15,293,087",0,14.28,"168,919,766","54,019,011","141,012,020"
A000250,삼천당제약,12,2022,Annual,23.39,21.68,43.85,34.11,51.76,"12,224,651",0,5.93,"157,749,140","38,159,521","125,836,557"
A357780,솔브레인,12,2011,Annual,,,,,,,,,,,
A357780,솔브레인,12,2012,Annual,,,,,,,,,,,
A357780,솔브레인,12,2013,Annual,,,,,,,,,,,
A357780,솔브레인,12,2014,Annual,,,,,,,,,,,
A357780,솔브레인,12,2015,Annual,,,,,,,,,,,
A357780,솔브레인,12,2016,Annual,,,,,,,,,,,
A357780,솔브레인,12,2017,Annual,,,,,,,,,,,
A357780,솔브레인,12,2018,Annual,,,,,,,,,,,
A357780,솔브레인,12,2019,Annual,,,,,,,,,,,
A357780,솔브레인,12,2020,Annual,44.22,0.01,6.67,29.16,41.16,"103,956,836","885,097",25.65,"368,191,640","205,818,227","302,775,163"
A357780,솔브레인,12,2021,Annual,43.37,0.73,6.50,21.42,27.26,"188,840,618","713,923",20.33,"438,576,237","173,146,367","334,757,560"
A357780,솔브레인,12,2022,Annual,43.71,0.71,8.32,14.51,16.97,"207,050,667","294,516",17.94,"458,877,301","127,596,016","345,469,818"
A095340,ISC,12,2011,Annual,22.71,3.48,23.87,19.75,24.62,"15,097,725","178,794",15.62,"29,164,992","14,712,178","27,596,235"
A095340,ISC,12,2012,Annual,23.22,3.27,21.28,15.96,19.00,"18,412,268","231,889",16.81,"31,572,028","12,136,638","29,486,548"
A095340,ISC,12,2013,Annual,20.09,2.56,21.42,18.82,23.18,"20,264,218","334,531",21.41,"40,839,794","10,527,490","37,659,717"
A095340,ISC,12,2014,Annual,53.60,4.35,22.88,27.05,37.09,"17,224,290","1,222,652",15.57,"56,662,831","27,449,660","49,540,269"
A095340,ISC,12,2015,Annual,46.67,4.44,18.86,19.62,24.41,"15,814,312","1,180,937",20.55,"71,798,076","30,433,000","63,312,934"
A095340,ISC,12,2016,Annual,48.60,4.23,20.38,17.16,20.71,"10,764,134","572,719",12.46,"68,984,639","25,767,622","58,794,109"
A095340,ISC,12,2017,Annual,45.23,4.21,17.01,18.68,22.98,"23,015,407","491,439",12.12,"90,186,870","30,232,054","80,422,492"
A095340,ISC,12,2018,Annual,47.39,2.81,17.25,17.86,21.74,"12,265,021","489,875",7.01,"82,885,995","26,164,138","72,029,407"
A095340,ISC,12,2019,Annual,51.46,3.18,21.69,14.41,16.84,"2,025,737","674,967",6.47,"65,493,818","25,004,144","54,065,788"
A095340,ISC,12,2020,Annual,27.90,5.61,15.50,27.87,38.64,"18,078,107","575,100",15.50,"80,055,891","59,235,251","68,020,125"
A095340,ISC,12,2021,Annual,42.53,3.51,17.49,14.96,17.59,"37,517,373","409,295",19.53,"98,338,761","34,848,240","83,843,888"
A095340,ISC,12,2022,Annual,37.35,6.48,15.94,25.22,33.73,"55,881,598","96,612",14.98,"161,742,958","81,385,857","139,201,598"
A240810,원익IPS,12,2011,Annual,,,,,,,,,,,
A240810,원익IPS,12,2012,Annual,,,,,,,,,,,
A240810,원익IPS,12,2013,Annual,,,,,,,,,,,
A240810,원익IPS,12,2014,Annual,,,,,,,,,,,
A240810,원익IPS,12,2015,Annual,,,,,,,,,,,
A240810,원익IPS,12,2016,Annual,37.35,4.03,26.35,22.00,28.20,"28,720,399","86,106",13.87,"158,933,328","52,978,650","78,449,446"
A240810,원익IPS,12,2017,Annual,26.41,2.54,20.44,23.47,30.67,"122,251,768","179,102",27.46,"280,069,099","81,536,940","170,229,343"
A240810,원익IPS,12,2018,Annual,26.92,2.04,23.41,27.94,38.77,"105,894,512","172,645",17.74,"331,715,603","123,966,747","147,232,209"
A240810,원익IPS,12,2019,Annual,27.22,5.55,35.56,36.99,58.71,"41,116,030","164,194",1.51,"552,974,784","327,047,470","230,770,996"
A240810,원익IPS,12,2020,Annual,24.84,4.21,29.85,39.71,65.85,"140,597,243","54,611",12.29,"656,887,279","429,851,413","275,828,117"
A240810,원익IPS,12,2021,Annual,28.57,3.68,24.95,31.39,45.76,"164,128,989","74,717",3.23,"674,847,713","359,397,009","344,755,918"
A240810,원익IPS,12,2022,Annual,32.77,3.04,31.11,22.46,28.97,"97,554,877","819,560",8.77,"596,025,062","248,902,023","268,881,666"
A112040,위메이드,12,2011,Annual,8.36,23.40,69.25,7.98,8.67,"20,432,282","55,611",12.48,"215,817,282","22,846,872","215,817,282"
A112040,위메이드,12,2012,Annual,6.83,27.62,101.65,6.02,6.40,"-1,973,155","68,632",15.92,"175,472,639","16,954,376","175,472,639"
A112040,위메이드,12,2013,Annual,17.90,25.79,94.57,6.87,7.38,"12,342,019","38,070",15.55,"144,130,923","22,862,183","144,130,923"
A112040,위메이드,12,2014,Annual,11.54,7.45,119.34,13.62,15.77,"-31,458,638",0,9.95,"123,089,918","28,088,854","123,089,918"
A112040,위메이드,12,2015,Annual,11.50,5.30,109.21,15.94,18.97,"-11,658,667","898,441",12.81,"125,172,511","15,197,981","125,172,511"
A112040,위메이드,12,2016,Annual,13.08,3.84,96.17,13.68,15.84,"4,130,726","2,132,225",15.38,"132,460,924","20,890,351","132,460,924"
A112040,위메이드,12,2017,Annual,10.89,4.29,94.55,24.55,32.53,"5,975,220","2,493,873",28.05,"322,103,106","93,596,243","322,103,106"
A112040,위메이드,12,2018,Annual,13.91,2.97,128.46,21.45,27.30,"-36,162,085","1,797,155",16.29,"177,857,937","72,974,228","177,857,937"
A112040,위메이드,12,2019,Annual,16.42,2.93,108.21,20.79,26.25,"-9,330,257","775,781",12.87,"126,629,788","60,737,043","126,629,788"
A112040,위메이드,12,2020,Annual,14.46,3.49,109.83,16.41,19.64,"-12,461,014","865,866",13.11,"145,182,270","50,116,832","145,182,270"
A112040,위메이드,12,2021,Annual,3.94,4.79,70.94,37.34,59.59,"97,350,931","982,940",26.65,"399,201,210","355,036,031","399,201,210"
A112040,위메이드,12,2022,Annual,3.84,12.76,118.33,62.63,167.59,"-84,938,285","7,151,153",18.75,"405,362,215","722,669,211","405,362,215"
A041510,에스엠,12,2011,Annual,11.53,5.18,21.60,38.55,62.73,"25,613,492",0,19.90,"105,964,630","61,036,425","103,385,961"
A041510,에스엠,12,2012,Annual,12.21,13.30,20.37,27.65,38.22,"60,545,717","1,711,575",30.84,"198,151,248","84,760,999","192,453,252"
A041510,에스엠,12,2013,Annual,13.77,12.63,21.64,32.10,47.28,"40,535,889","455,868",26.95,"244,657,217","112,878,512","237,308,488"
A041510,에스엠,12,2014,Annual,21.16,13.36,23.65,26.42,35.91,"34,330,389","735,757",24.09,"196,599,704","84,914,496","188,002,455"
A041510,에스엠,12,2015,Annual,23.38,11.11,22.89,29.63,42.11,"38,440,846","1,056,799",29.03,"226,595,498","98,098,672","216,588,929"
A041510,에스엠,12,2016,Annual,19.76,7.06,23.31,28.48,39.82,"20,705,234","1,711,189",32.30,"293,384,838","134,647,094","282,174,839"
A041510,에스엠,12,2017,Annual,11.68,14.23,28.86,45.38,83.07,"10,941,301","1,208,319",24.51,"440,834,563","330,417,380","432,205,810"
A041510,에스엠,12,2018,Annual,9.31,18.55,25.31,42.53,74.00,"47,746,037","2,559,544",23.67,"537,351,648","394,212,845","525,826,740"
A041510,에스엠,12,2019,Annual,9.47,17.86,26.64,43.28,76.31,"40,396,706","3,882,366",25.54,"628,691,154","436,954,867","613,932,692"
A041510,에스엠,12,2020,Annual,8.56,16.65,33.16,42.36,73.48,"6,495,064","4,327,077",27.83,"646,498,839","433,801,643","635,082,365"
A041510,에스엠,12,2021,Annual,5.07,11.01,28.06,40.04,66.78,"67,520,136","4,089,943",25.19,"769,460,807","400,685,603","755,055,246"
A041510,에스엠,12,2022,Annual,5.64,9.92,23.98,39.43,65.10,"91,007,611","4,354,680",21.70,"841,444,752","467,445,334","821,000,077"
A263750,펄어비스,12,2011,Annual,,,,,,,,,,,
A263750,펄어비스,12,2012,Annual,,,,,,,,,,,
A263750,펄어비스,12,2013,Annual,,,,,,,,,,,
A263750,펄어비스,12,2014,Annual,,,,,,,,,,,
A263750,펄어비스,12,2015,Annual,4.09,2.23,44.78,121.36,완전잠식,"11,984,376","808,292",48.10,"14,662,529","3,955,100","14,662,529"
A263750,펄어비스,6,2016,Annual,3.33,0.76,16.53,51.21,104.96,"28,121,460","347,159",70.55,"40,448,196","9,158,491","40,448,196"
A263750,펄어비스,6,2017,Annual,2.94,1.01,35.76,22.76,29.47,"59,568,170","150,489",46.12,"93,335,424","19,914,903","93,335,424"
A263750,펄어비스,12,2018,Annual,5.00,40.38,58.47,42.74,74.63,"168,108,963","1,614,212",32.13,"354,488,882","115,076,786","354,488,882"
A263750,펄어비스,12,2019,Annual,9.01,33.83,71.90,32.09,47.26,"150,603,492","6,295,454",20.33,"450,128,977","123,273,087","450,128,977"
A263750,펄어비스,12,2020,Annual,10.79,30.10,67.82,29.01,40.87,"157,293,743","3,474,238",22.53,"481,792,566","181,651,124","481,792,566"
A263750,펄어비스,12,2021,Annual,10.13,22.29,89.36,47.00,88.68,"42,982,272","4,319,158",17.98,"721,734,325","274,164,895","721,734,325"
A263750,펄어비스,12,2022,Annual,17.16,18.92,95.75,42.80,74.82,"16,378,241","9,277,545",13.05,"556,502,376","236,211,109","556,502,376"
A036930,주성엔지니어링,12,2011,Annual,23.57,1.75,31.26,58.93,143.48,"-3,714,672","11,913,189",4.82,"297,904,584","188,013,693","222,867,945"
A036930,주성엔지니어링,12,2012,Annual,32.75,1.80,129.37,67.81,210.64,"-83,756,203","12,784,327",6.01,"188,197,605","193,898,129","119,016,718"
A036930,주성엔지니어링,12,2013,Annual,36.10,1.91,36.61,73.52,277.61,"1,041,752","13,159,517",6.54,"171,518,658","262,983,321","115,907,080"
A036930,주성엔지니어링,12,2014,Annual,46.23,4.23,32.24,64.72,183.42,"9,574,311","9,945,472",4.85,"115,694,315","177,400,101","66,630,797"
A036930,주성엔지니어링,12,2015,Annual,43.16,4.79,35.30,62.88,169.39,"15,274,163","6,962,604",9.61,"133,368,962","144,722,736","81,585,941"
A036930,주성엔지니어링,12,2016,Annual,39.24,3.72,26.96,54.89,121.68,"37,688,492","2,439,602",9.61,"163,860,312","113,925,386","117,631,058"
A036930,주성엔지니어링,12,2017,Annual,35.65,2.80,26.99,40.86,69.10,"41,690,723","1,365,394",15.62,"142,001,009","64,071,609","100,822,731"
A036930,주성엔지니어링,12,2018,Annual,36.18,1.71,28.08,43.56,77.17,"41,160,485","1,081,332",2.97,"134,047,262","61,082,174","50,909,889"
A036930,주성엔지니어링,12,2019,Annual,48.14,1.00,30.89,46.30,86.23,"29,110,590","1,161,162",3.09,"103,291,365","123,501,762","50,961,273"
A036930,주성엔지니어링,12,2020,Annual,42.39,0.98,64.44,58.59,141.51,"-25,033,173","4,439,661",3.38,"129,641,268","149,999,583","74,190,366"
A036930,주성엔지니어링,12,2021,Annual,33.02,0.76,24.14,48.08,92.60,"102,611,063","5,207,503",16.74,"230,168,927","134,866,259","171,523,772"
A036930,주성엔지니어링,12,2022,Annual,33.97,0.75,28.24,41.83,71.90,"123,884,001","3,521,179",14.52,"290,340,647","127,276,917","191,187,703"
A293490,카카오게임즈,12,2011,Annual,,,,,,,,,,,
A293490,카카오게임즈,12,2012,Annual,,,,,,,,,,,
A293490,카카오게임즈,12,2013,Annual,,,,,,,,,,,
A293490,카카오게임즈,12,2014,Annual,,,,,,,,,,,
A293490,카카오게임즈,12,2015,Annual,0.83,1.90,822.47,118.86,완전잠식,"-5,495,535","951,495",72.48,"28,437,443","44,621,869","28,437,443"
A293490,카카오게임즈,12,2016,Annual,2.60,17.17,90.00,48.12,92.77,"10,123,787","1,435,800",31.08,"81,311,041","60,569,735","81,311,041"
A293490,카카오게임즈,12,2017,Annual,1.30,18.14,80.81,41.05,69.65,"38,629,831","667,582",18.33,"234,307,458","118,751,302","225,991,683"
A293490,카카오게임즈,12,2018,Annual,1.99,13.32,88.79,23.66,30.99,"47,183,275","287,889",19.21,"309,690,794","115,356,054","300,428,734"
A293490,카카오게임즈,12,2019,Annual,1.87,9.40,91.05,29.47,41.78,"35,002,014","1,206,011",41.76,"333,591,734","143,265,997","321,751,978"
A293490,카카오게임즈,12,2020,Annual,3.77,11.70,86.58,21.72,27.75,"66,520,928","4,942,375",43.30,"695,579,636","159,300,994","683,839,300"
A293490,카카오게임즈,12,2021,Annual,1.75,49.44,88.95,43.78,77.86,"111,917,451","6,897,089",18.78,"1,151,245,394","842,728,966","1,091,084,698"
A293490,카카오게임즈,12,2022,Annual,2.40,52.49,84.68,47.99,92.27,"175,817,282","15,120,295",16.18,"1,057,386,587","266,999,791","934,128,766"
A141080,레고켐바이오,12,2011,Annual,2.79,0.21,"3,948.04",37.49,59.98,"-3,061,501",0,19.60,"6,293,231","721,417","6,293,231"
A141080,레고켐바이오,12,2012,Annual,2.90,0.64,536.89,51.56,106.43,"-3,251,665",0,25.52,"6,495,743","1,826,887","6,495,743"
A141080,레고켐바이오,12,2013,Annual,5.18,0.25,845.36,21.90,28.03,"-6,259,744",0,5.80,"21,086,284","1,894,107","21,086,284"
A141080,레고켐바이오,12,2014,Annual,3.43,0.36,"1,072.01",40.62,68.41,"-8,457,032","209,090",4.81,"30,617,636","926,715","30,617,636"
A141080,레고켐바이오,12,2015,Annual,5.10,48.02,511.41,36.91,58.51,"-8,048,858","877,995",3.57,"29,620,328","9,186,498","29,619,737"
A141080,레고켐바이오,12,2016,Annual,7.67,29.89,86.25,32.93,49.10,"-10,172,814","1,072,988",3.31,"49,621,538","15,000,874","49,182,399"
A141080,레고켐바이오,12,2017,Annual,9.54,27.75,75.09,39.85,66.26,"-9,842,081","1,353,096",10.49,"45,209,087","17,640,061","44,272,950"
A141080,레고켐바이오,12,2018,Annual,8.44,8.31,86.71,13.47,15.57,"-15,977,964","125,747",8.40,"93,378,851","9,945,688","92,624,149"
A141080,레고켐바이오,12,2019,Annual,8.58,6.35,45.90,18.07,22.06,"8,416,842","25,803",47.28,"111,419,272","15,423,973","109,397,900"
A141080,레고켐바이오,12,2020,Annual,5.60,6.00,132.26,17.50,21.21,"-29,761,761",0,40.21,"100,010,638","14,009,298","99,725,191"
A141080,레고켐바이오,12,2021,Annual,8.33,2.93,141.20,11.75,13.32,"-27,706,660","68,765",47.72,"228,950,582","17,018,030","228,680,036"
A141080,레고켐바이오,12,2022,Annual,10.49,3.12,204.19,13.04,15.00,"-50,375,099","285,751",46.71,"191,618,910","28,602,844","191,420,090"
A067630,HLB생명과학,12,2011,Annual,3.80,0.08,10.67,75.78,312.80,"-2,187,292","2,309,521",3.37,"28,826,771","27,613,158","28,824,114"
A067630,HLB생명과학,12,2012,Annual,22.04,0.09,55.46,84.65,551.40,"-4,674,844","2,140,759",1.63,"19,277,363","23,901,201","18,330,907"
A067630,HLB생명과학,12,2013,Annual,6.38,0.11,17.09,77.12,337.04,"-3,201,006","1,239,177",4.79,"35,698,159","29,656,975","35,698,159"
A067630,HLB생명과학,12,2014,Annual,10.60,15.94,10.33,59.75,148.45,"1,451,498","1,059,336",7.15,"17,121,353","15,231,731","14,475,129"
A067630,HLB생명과학,12,2015,Annual,7.91,2.41,19.05,39.35,64.89,"-9,695,434","658,795",36.51,"32,017,710","14,532,922","28,565,187"
A067630,HLB생명과학,12,2016,Annual,4.34,5.08,11.12,66.51,198.64,"-1,397,575","959,921",5.03,"54,959,986","36,721,095","47,781,929"
A067630,HLB생명과학,12,2017,Annual,3.32,2.13,4.16,46.65,87.44,"989,069","1,547,188",13.58,"74,450,909","36,550,926","69,539,511"
A067630,HLB생명과학,12,2018,Annual,0.20,28.44,12.33,44.46,80.06,"-7,963,101","8,807,670",4.54,"239,086,216","48,638,695","233,232,709"
A067630,HLB생명과학,12,2019,Annual,5.46,23.79,10.60,17.41,21.08,"-4,479,272","7,633,176",9.08,"223,667,024","39,844,715","216,517,536"
A067630,HLB생명과학,12,2020,Annual,6.80,23.64,11.32,12.06,13.71,"-8,066,746","2,108,878",11.36,"181,328,966","17,865,344","179,246,787"
A067630,HLB생명과학,12,2021,Annual,7.75,23.19,24.20,8.93,9.81,"-18,480,404","1,256,054",11.54,"156,822,300","13,535,842","155,053,396"
A067630,HLB생명과학,12,2022,Annual,21.71,22.20,17.19,42.67,74.44,"-20,161,282","9,870,396",7.52,"160,775,696","26,784,511","149,908,317"
A035760,CJ ENM,12,2011,Annual,34.23,33.88,47.61,66.49,198.41,"251,689,413","45,868,801",4.06,"414,185,082","913,317,769","356,817,040"
A035760,CJ ENM,12,2012,Annual,31.93,29.93,43.82,60.88,155.63,"260,565,408","36,801,645",4.83,"634,991,397","965,624,015","544,340,897"
A035760,CJ ENM,12,2013,Annual,29.97,33.20,39.69,61.43,159.24,"258,209,456","35,916,852",6.68,"771,222,144","916,102,092","671,784,692"
A035760,CJ ENM,12,2014,Annual,28.69,35.11,41.28,59.84,149.02,"234,441,704","43,792,092",8.54,"802,537,813","907,285,093","720,928,324"
A035760,CJ ENM,12,2015,Annual,28.76,35.08,44.48,54.82,121.33,"209,654,718","34,620,377",10.90,"758,534,402","988,400,541","696,961,525"
A035760,CJ ENM,12,2016,Annual,29.59,33.92,46.64,50.51,102.04,"178,880,156","25,720,142",3.75,"689,027,935","1,017,274,896","626,859,698"
A035760,CJ ENM,12,2017,Annual,29.11,33.92,46.35,47.03,88.79,"224,481,551","20,235,437",4.08,"663,963,697","731,532,024","587,521,940"
A035760,CJ ENM,12,2018,Annual,20.70,27.05,40.01,49.29,97.19,"182,069,696","33,259,058",6.71,"1,806,584,959","2,021,789,391","1,712,335,949"
A035760,CJ ENM,12,2019,Annual,17.44,19.10,31.47,42.01,72.43,"269,385,174","49,160,247",4.96,"1,597,942,757","1,660,608,165","1,477,395,558"
A035760,CJ ENM,12,2020,Annual,15.67,17.07,35.73,39.73,65.91,"272,067,865","24,201,472",4.30,"1,752,373,973","1,551,789,952","1,693,771,546"
A035760,CJ ENM,12,2021,Annual,14.01,16.65,37.66,47.07,88.91,"296,876,105","22,501,639",16.21,"2,660,431,406","2,322,867,570","2,575,016,746"
A035760,CJ ENM,12,2022,Annual,12.26,26.79,33.63,57.95,137.83,"137,375,906","91,324,016",10.97,"3,108,038,803","4,269,198,302","3,010,862,796"
A067310,하나마이크론,12,2011,Annual,67.71,0.97,5.35,50.91,103.69,"13,325,654","7,731,885",2.09,"66,364,427","109,819,502","47,984,200"
A067310,하나마이크론,12,2012,Annual,70.78,1.46,8.02,55.44,124.43,"-7,338,616","6,973,704",1.15,"52,179,753","74,907,629","35,025,929"
A067310,하나마이크론,12,2013,Annual,67.89,1.47,9.83,65.88,193.10,"-5,465,868","9,150,522",1.02,"88,121,202","170,827,687","65,671,537"
A067310,하나마이크론,12,2014,Annual,70.66,1.16,8.07,63.70,175.48,"23,813,469","8,542,972",1.17,"95,312,463","214,804,859","73,896,875"
A067310,하나마이크론,12,2015,Annual,69.52,0.91,8.92,62.66,167.83,"16,400,492","7,720,549",0.91,"91,199,341","207,761,670","71,066,171"
A067310,하나마이크론,12,2016,Annual,64.02,1.03,16.98,65.66,191.17,"-17,957,771","6,999,726",2.22,"87,633,460","240,407,840","62,837,555"
A067310,하나마이크론,12,2017,Annual,67.12,2.47,3.22,65.05,186.15,"41,052,108","8,400,992",1.75,"133,189,515","275,534,027","66,247,659"
A067310,하나마이크론,12,2018,Annual,70.18,2.37,7.82,65.90,193.29,"53,421,678","12,121,255",1.35,"144,439,764","327,458,543","68,744,936"
A067310,하나마이크론,12,2019,Annual,68.60,2.54,8.66,66.54,198.87,"45,252,915","15,033,159",1.69,"167,918,673","250,111,847","95,477,259"
A067310,하나마이크론,12,2020,Annual,65.03,2.25,8.29,67.74,209.97,"51,011,650","15,513,883",7.03,"219,791,126","300,775,157","143,986,775"
A067310,하나마이크론,12,2021,Annual,58.09,1.80,7.67,57.34,134.39,"104,938,650","17,614,673",11.71,"330,074,313","339,179,846","226,558,021"
A067310,하나마이크론,12,2022,Annual,57.32,1.49,7.68,65.35,188.61,"103,548,272","23,911,867",7.15,"384,575,214","442,084,131","203,938,274"
A417200,LS머트리얼즈,12,2011,Annual,,,,,,,,,,,
A417200,LS머트리얼즈,12,2012,Annual,,,,,,,,,,,
A417200,LS머트리얼즈,12,2013,Annual,,,,,,,,,,,
A417200,LS머트리얼즈,12,2014,Annual,,,,,,,,,,,
A417200,LS머트리얼즈,12,2015,Annual,,,,,,,,,,,
A417200,LS머트리얼즈,12,2016,Annual,,,,,,,,,,,
A417200,LS머트리얼즈,12,2017,Annual,,,,,,,,,,,
A417200,LS머트리얼즈,12,2018,Annual,,,,,,,,,,,
A417200,LS머트리얼즈,12,2019,Annual,,,,,,,,,,,
A417200,LS머트리얼즈,12,2020,Annual,,,,,,,,,,,
A417200,LS머트리얼즈,12,2021,Annual,33.05,2.22,9.70,42.17,72.94,"2,532,454","341,122",12.30,"71,096,159","42,935,321","47,577,237"
A417200,LS머트리얼즈,12,2022,Annual,32.39,1.88,5.95,32.88,49.00,"14,458,760","790,346",11.42,"83,743,751","37,566,269","60,687,946"
A281740,레이크머티리얼즈,12,2011,Annual,55.11,0.01,51.50,51.41,105.80,"-413,635","18,169",5.55,"8,786,421","2,114,987","3,118,043"
A281740,레이크머티리얼즈,12,2012,Annual,52.92,0.68,42.01,60.63,154.03,"-772,998","44,381",1.96,"9,631,547","6,294,076","2,146,516"
A281740,레이크머티리얼즈,12,2013,Annual,54.42,1.18,36.24,69.78,230.93,"-1,792,578","96,722",0.57,"11,058,614","8,826,752","3,035,933"
A281740,레이크머티리얼즈,12,2014,Annual,48.39,7.23,18.80,64.87,184.69,"1,999,867","409,069",0.78,"13,237,712","7,890,163","5,137,022"
A281740,레이크머티리얼즈,12,2015,Annual,56.75,9.14,17.20,94.16,"1,613.72","2,265,898",0,1.33,"15,634,460","23,625,878","7,515,189"
A281740,레이크머티리얼즈,12,2016,Annual,66.55,0.02,17.25,68.22,214.68,"2,215,731",0,4.74,"16,083,127","17,093,817","9,413,913"
A281740,레이크머티리얼즈,12,2017,Annual,62.03,0.03,12.07,57.70,136.40,"7,120,429","872,038",5.54,"18,050,077","17,093,210","11,191,765"
A281740,레이크머티리얼즈,12,2018,Annual,62.54,0.52,13.80,59.99,149.96,"3,580,836","986,368",1.28,"20,519,056","21,915,667","9,369,292"
A281740,레이크머티리얼즈,12,2019,Annual,58.36,0.36,15.81,63.06,170.71,"2,551,281","1,197,621",2.61,"26,892,996","29,984,394","14,211,986"
A281740,레이크머티리얼즈,12,2020,Annual,53.79,0.25,12.28,54.77,121.10,"4,654,366","1,082,492",9.56,"37,149,110","34,678,055","18,935,101"
A281740,레이크머티리얼즈,12,2021,Annual,57.77,0.31,7.43,60.95,156.10,"20,687,310","1,350,626",10.09,"58,518,612","51,691,845","30,617,256"
A281740,레이크머티리얼즈,12,2022,Annual,57.15,0.19,7.15,59.35,146.03,"35,391,256","2,873,469",11.02,"86,395,354","76,900,458","49,542,348"
A328130,루닛,12,2011,Annual,,,,,,,,,,,
A328130,루닛,12,2012,Annual,,,,,,,,,,,
A328130,루닛,12,2013,Annual,,,,,,,,,,,
A328130,루닛,12,2014,Annual,,,,,,,,,,,
A328130,루닛,12,2015,Annual,,,,,,,,,,,
A328130,루닛,12,2016,Annual,,,,,,,,,,,
A328130,루닛,12,2017,Annual,,,,,,,,,,,
A328130,루닛,12,2018,Annual,8.81,0.42,"33,787.91",213.91,완전잠식,"-6,737,582","1,060,889",34.41,"10,433,261","17,279,683","10,417,346"
A328130,루닛,12,2019,Annual,2.70,0.17,"5,945.84",253.27,완전잠식,"-11,598,330","1,747,224",94.18,"37,150,682","95,861,501","37,040,556"
A328130,루닛,12,2020,Annual,5.94,0.97,"1,565.03",619.97,완전잠식,"-20,950,548","3,321,196",34.72,"22,018,191","153,250,576","21,867,710"
A328130,루닛,12,2021,Annual,1.75,0.48,788.36,97.83,"4,505.83","-45,700,074","2,330,627",16.77,"89,619,308","87,626,009","89,516,855"
A328130,루닛,12,2022,Annual,3.94,1.62,465.30,29.07,40.99,"-50,650,985","1,188,329",14.92,"68,050,192","9,446,099","67,951,664"
