Symbol,Name,결산월,회계년,주기,현금흐름/총부채(%),현금흐름/총차입부채(%),현금흐름/총자본(%),현금흐름/영업수익(%)
A142280,녹십자엠에스,12,2022,Annual,0.89,1.74,1.43,0.47
A123570,이엠넷,12,2011,Annual,25.26,164.17,22.77,17.17
A123570,이엠넷,12,2012,Annual,25.67,652.04,18.80,17.26
A123570,이엠넷,12,2013,Annual,11.26,112.57,9.07,9.97
A123570,이엠넷,12,2014,Annual,8.80,41.14,8.27,9.82
A123570,이엠넷,12,2015,Annual,10.40,68.44,9.31,12.33
A123570,이엠넷,12,2016,Annual,10.70,304.26,7.66,10.32
A123570,이엠넷,12,2017,Annual,17.26,"1,752.44",10.80,15.49
A123570,이엠넷,12,2018,Annual,16.93,"16,780.28",9.85,15.37
A123570,이엠넷,12,2019,Annual,26.24,"1,945.20",14.75,23.59
A123570,이엠넷,12,2020,Annual,21.26,679.18,13.35,34.04
A123570,이엠넷,12,2021,Annual,60.80,"1,731.86",33.83,76.71
A123570,이엠넷,12,2022,Annual,22.09,770.56,9.12,19.21
A064480,브리지텍,12,2011,Annual,36.42,,11.76,10.05
A064480,브리지텍,12,2012,Annual,82.06,,25.24,18.53
A064480,브리지텍,12,2013,Annual,75.24,,22.83,17.34
A064480,브리지텍,12,2014,Annual,43.73,,14.10,13.05
A064480,브리지텍,12,2015,Annual,47.53,,18.77,14.54
A064480,브리지텍,12,2016,Annual,60.27,,21.11,17.62
A064480,브리지텍,12,2017,Annual,-15.26,,-3.69,-5.63
A064480,브리지텍,12,2018,Annual,31.69,,9.79,8.68
A064480,브리지텍,12,2019,Annual,-5.18,-66.13,-1.86,-1.89
A064480,브리지텍,12,2020,Annual,38.29,192.28,10.54,7.91
A064480,브리지텍,12,2021,Annual,34.83,372.86,13.43,9.06
A064480,브리지텍,12,2022,Annual,28.73,219.15,11.78,9.15
A147830,제룡산업,12,2011,Annual,,,,11.28
A147830,제룡산업,12,2012,Annual,47.78,89.96,16.29,12.30
A147830,제룡산업,12,2013,Annual,56.64,90.75,24.84,20.73
A147830,제룡산업,12,2014,Annual,30.15,45.57,12.43,11.88
A147830,제룡산업,12,2015,Annual,48.80,72.71,16.76,18.84
A147830,제룡산업,12,2016,Annual,93.11,232.70,22.85,26.94
A147830,제룡산업,12,2017,Annual,123.01,"2,692.71",18.07,25.99
A147830,제룡산업,12,2018,Annual,78.56,"14,684.79",7.02,11.88
A147830,제룡산업,12,2019,Annual,73.50,"10,214.41",5.43,11.22
A147830,제룡산업,12,2020,Annual,130.89,"9,988.98",10.26,22.87
A147830,제룡산업,12,2021,Annual,148.33,"8,247.09",12.31,21.23
A147830,제룡산업,12,2022,Annual,125.87,"8,209.68",13.55,16.14
A109860,동일금속,12,2011,Annual,52.72,331.85,17.76,11.77
A109860,동일금속,12,2012,Annual,72.46,356.77,22.49,15.94
A109860,동일금속,12,2013,Annual,45.64,171.73,10.44,10.31
A109860,동일금속,12,2014,Annual,49.14,155.72,10.22,12.68
A109860,동일금속,12,2015,Annual,46.00,120.17,10.15,12.91
A109860,동일금속,12,2016,Annual,32.77,73.95,6.45,10.93
A109860,동일금속,12,2017,Annual,33.21,78.71,6.30,9.00
A109860,동일금속,12,2018,Annual,59.00,184.77,11.19,12.39
A109860,동일금속,12,2019,Annual,93.05,344.26,15.06,20.47
A109860,동일금속,12,2020,Annual,60.11,216.91,7.02,15.23
A109860,동일금속,12,2021,Annual,106.04,501.47,12.83,25.06
A109860,동일금속,12,2022,Annual,72.93,590.52,10.95,14.51
A170790,파이오링크,12,2011,Annual,41.39,95.99,37.36,18.80
A170790,파이오링크,12,2012,Annual,69.38,200.27,40.97,26.42
A170790,파이오링크,12,2013,Annual,15.96,98.78,7.24,9.67
A170790,파이오링크,12,2014,Annual,28.74,295.62,11.38,13.09
A170790,파이오링크,12,2015,Annual,-14.43,-158.99,-4.81,-7.27
A170790,파이오링크,12,2016,Annual,-3.37,-35.60,-1.06,-1.14
A170790,파이오링크,12,2017,Annual,-8.98,-93.46,-3.12,-3.65
A170790,파이오링크,12,2018,Annual,11.63,267.77,4.42,5.33
A170790,파이오링크,12,2019,Annual,49.78,"1,649.16",19.01,19.52
A170790,파이오링크,12,2020,Annual,72.37,"1,538.10",26.59,30.27
A170790,파이오링크,12,2021,Annual,62.31,"1,732.80",22.15,23.23
A170790,파이오링크,12,2022,Annual,61.38,"1,700.84",20.11,21.93
A303530,이노뎁,12,2011,Annual,,,,
A303530,이노뎁,12,2012,Annual,,,,
A303530,이노뎁,12,2013,Annual,,,,
A303530,이노뎁,12,2014,Annual,,,,
A303530,이노뎁,12,2015,Annual,,,,
A303530,이노뎁,12,2016,Annual,,,,4.35
A303530,이노뎁,12,2017,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),0.89
A303530,이노뎁,12,2018,Annual,-21.10,-62.46,-47.70,-7.83
A303530,이노뎁,12,2019,Annual,18.67,55.01,43.53,5.08
A303530,이노뎁,12,2020,Annual,36.68,178.61,42.52,9.22
A303530,이노뎁,12,2021,Annual,2.45,48.44,1.20,0.62
A303530,이노뎁,12,2022,Annual,15.96,138.27,6.23,3.25
A359090,씨엔알리서치,12,2011,Annual,,,,
A359090,씨엔알리서치,12,2012,Annual,,,,
A359090,씨엔알리서치,12,2013,Annual,,,,
A359090,씨엔알리서치,12,2014,Annual,,,,
A359090,씨엔알리서치,12,2015,Annual,,,,-2.08
A359090,씨엔알리서치,12,2016,Annual,3.56,4.63,완전잠식,3.31
A359090,씨엔알리서치,12,2017,Annual,8.19,12.95,완전잠식,8.16
A359090,씨엔알리서치,12,2018,Annual,2.92,5.79,42.30,3.53
A359090,씨엔알리서치,12,2019,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),-4.20
A359090,씨엔알리서치,12,2020,Annual,7.23,16.77,완전잠식,9.16
A359090,씨엔알리서치,12,2021,Annual,-6.17,-15.89,-17.26,-6.06
A359090,씨엔알리서치,12,2022,Annual,12.17,41.66,13.76,9.45
A347740,피엔케이피부임상연구센타,12,2011,Annual,,,,
A347740,피엔케이피부임상연구센타,12,2012,Annual,,,,
A347740,피엔케이피부임상연구센타,12,2013,Annual,,,,
A347740,피엔케이피부임상연구센타,12,2014,Annual,,,,
A347740,피엔케이피부임상연구센타,12,2015,Annual,,,,
A347740,피엔케이피부임상연구센타,12,2016,Annual,,,,
A347740,피엔케이피부임상연구센타,12,2017,Annual,,,,48.66
A347740,피엔케이피부임상연구센타,12,2018,Annual,299.46,"214,796.63",30.32,42.88
A347740,피엔케이피부임상연구센타,12,2019,Annual,233.61,"1,282.10",29.77,48.18
A347740,피엔케이피부임상연구센타,12,2020,Annual,195.50,855.95,18.88,51.53
A347740,피엔케이피부임상연구센타,12,2021,Annual,206.29,912.75,14.41,48.91
A347740,피엔케이피부임상연구센타,12,2022,Annual,221.64,963.31,12.85,47.88
A339950,아이비김영,12,2011,Annual,13.77,33.61,완전잠식,6.16
A339950,아이비김영,12,2012,Annual,2.21,11.94,6.64,0.69
A339950,아이비김영,12,2013,Annual,10.71,39.00,49.01,4.48
A339950,아이비김영,12,2014,Annual,5.75,22.59,29.45,2.67
A339950,아이비김영,12,2015,Annual,-2.43,-13.79,-12.99,-1.05
A339950,아이비김영,12,2016,Annual,5.18,16.93,37.37,2.55
A339950,아이비김영,12,2017,Annual,11.78,28.70,76.82,6.34
A339950,아이비김영,12,2018,Annual,48.52,141.46,116.18,18.24
A339950,아이비김영,12,2019,Annual,62.94,169.78,100.46,23.71
A339950,아이비김영,12,2020,Annual,28.25,60.24,36.12,13.42
A339950,아이비김영,12,2021,Annual,46.00,97.31,48.66,20.00
A339950,아이비김영,12,2022,Annual,34.13,73.96,36.78,15.41
A024910,경창산업,12,2011,Annual,19.74,25.80,80.56,15.61
A024910,경창산업,12,2012,Annual,17.83,22.98,69.17,12.97
A024910,경창산업,12,2013,Annual,21.58,30.13,72.67,13.07
A024910,경창산업,12,2014,Annual,21.43,30.90,64.85,13.24
A024910,경창산업,12,2015,Annual,16.15,22.23,48.84,10.69
A024910,경창산업,12,2016,Annual,12.60,17.93,40.07,8.86
A024910,경창산업,12,2017,Annual,3.22,4.68,9.28,2.70
A024910,경창산업,12,2018,Annual,2.40,3.41,6.64,1.91
A024910,경창산업,12,2019,Annual,-7.01,-9.94,-25.96,-6.25
A024910,경창산업,12,2020,Annual,8.38,12.05,39.17,7.71
A024910,경창산업,12,2021,Annual,9.00,13.42,36.38,6.59
A024910,경창산업,12,2022,Annual,12.80,20.03,40.86,8.04
A039290,인포뱅크,12,2011,Annual,34.22,,11.06,6.73
A039290,인포뱅크,12,2012,Annual,94.24,,36.20,17.05
A039290,인포뱅크,12,2013,Annual,0.02,,0.01,0.00
A039290,인포뱅크,12,2014,Annual,-9.79,-481.34,-3.80,-1.94
A039290,인포뱅크,12,2015,Annual,13.85,401.51,5.30,2.53
A039290,인포뱅크,12,2016,Annual,14.68,693.12,5.41,2.53
A039290,인포뱅크,12,2017,Annual,14.29,923.90,5.17,2.33
A039290,인포뱅크,12,2018,Annual,21.94,"1,381.46",7.49,3.40
A039290,인포뱅크,12,2019,Annual,12.83,509.08,4.23,1.97
A039290,인포뱅크,12,2020,Annual,16.94,520.65,5.41,2.54
A039290,인포뱅크,12,2021,Annual,46.82,"2,723.27",16.44,7.26
A039290,인포뱅크,12,2022,Annual,11.33,"1,509.74",4.30,1.99
A036670,KCI,12,2011,Annual,21.68,23.87,12.54,15.02
A036670,KCI,12,2012,Annual,23.41,25.42,14.04,15.35
A036670,KCI,12,2013,Annual,29.46,32.68,15.00,16.02
A036670,KCI,12,2014,Annual,39.74,48.73,16.56,16.48
A036670,KCI,12,2015,Annual,58.66,80.96,18.95,20.70
A036670,KCI,12,2016,Annual,70.66,107.25,19.25,19.80
A036670,KCI,12,2017,Annual,42.99,60.65,12.15,12.02
A036670,KCI,12,2018,Annual,89.03,146.01,20.39,17.60
A036670,KCI,12,2019,Annual,113.33,330.48,21.81,19.06
A036670,KCI,12,2020,Annual,115.32,426.84,18.97,18.22
A036670,KCI,12,2021,Annual,106.81,812.84,16.82,16.21
A036670,KCI,12,2022,Annual,108.70,603.06,23.90,19.71
A025550,한국선재,12,2011,Annual,10.13,11.56,24.43,5.97
A025550,한국선재,12,2012,Annual,7.44,8.94,12.41,4.00
A025550,한국선재,12,2013,Annual,6.97,8.92,8.57,3.68
A025550,한국선재,12,2014,Annual,6.34,7.75,6.76,3.32
A025550,한국선재,12,2015,Annual,10.06,12.20,9.26,5.21
A025550,한국선재,12,2016,Annual,6.74,8.04,6.27,3.36
A025550,한국선재,12,2017,Annual,7.47,9.02,8.21,4.09
A025550,한국선재,12,2018,Annual,8.07,10.18,11.29,5.09
A025550,한국선재,12,2019,Annual,5.00,6.15,7.82,3.81
A025550,한국선재,12,2020,Annual,4.79,5.88,7.02,3.42
A025550,한국선재,12,2021,Annual,12.00,15.83,16.94,7.72
A025550,한국선재,12,2022,Annual,13.56,18.70,17.38,7.83
A354200,엔젠바이오,12,2011,Annual,,,,
A354200,엔젠바이오,12,2012,Annual,,,,
A354200,엔젠바이오,12,2013,Annual,,,,
A354200,엔젠바이오,12,2014,Annual,,,,
A354200,엔젠바이오,12,2015,Annual,,,,
A354200,엔젠바이오,12,2016,Annual,,,,
A354200,엔젠바이오,12,2017,Annual,,,,
A354200,엔젠바이오,12,2018,Annual,,,,-148.88
A354200,엔젠바이오,12,2019,Annual,-52.64,-144.54,"-1,543.07",-422.78
A354200,엔젠바이오,12,2020,Annual,-85.15,-109.23,-33.66,-305.66
A354200,엔젠바이오,12,2021,Annual,-83.10,-115.64,-19.62,-103.32
A354200,엔젠바이오,12,2022,Annual,-41.82,-91.21,-28.69,-77.25
A004650,창해에탄올,12,2011,Annual,34.02,52.63,21.08,20.84
A004650,창해에탄올,12,2012,Annual,-18.49,-26.43,-15.93,-8.55
A004650,창해에탄올,12,2013,Annual,25.29,38.92,38.85,23.23
A004650,창해에탄올,12,2014,Annual,11.98,20.05,17.62,9.14
A004650,창해에탄올,12,2015,Annual,15.36,30.40,14.60,10.78
A004650,창해에탄올,12,2016,Annual,8.27,13.36,8.52,7.34
A004650,창해에탄올,12,2017,Annual,9.68,13.29,11.45,9.46
A004650,창해에탄올,12,2018,Annual,9.23,12.44,11.06,9.64
A004650,창해에탄올,12,2019,Annual,25.35,33.07,24.26,18.48
A004650,창해에탄올,12,2020,Annual,26.06,32.31,12.82,14.57
A004650,창해에탄올,12,2021,Annual,23.66,29.32,9.95,13.93
A004650,창해에탄올,12,2022,Annual,6.83,8.61,2.80,3.50
A064520,테크엘,12,2011,Annual,-34.88,-57.15,-79.41,-13.82
A064520,테크엘,12,2012,Annual,-2.73,-4.13,-9.64,-1.02
A064520,테크엘,12,2013,Annual,11.80,16.42,43.12,3.81
A064520,테크엘,12,2014,Annual,10.11,14.98,28.68,3.89
A064520,테크엘,12,2015,Annual,15.73,24.76,24.73,4.87
A064520,테크엘,12,2016,Annual,12.42,18.94,12.91,3.23
A064520,테크엘,12,2017,Annual,-32.56,-44.49,-35.13,-11.00
A064520,테크엘,12,2018,Annual,-42.94,-56.52,-87.90,-26.88
A064520,테크엘,12,2019,Annual,-17.22,-22.27,-31.60,-21.86
A064520,테크엘,12,2020,Annual,-46.90,-65.18,-28.24,-47.32
A064520,테크엘,12,2021,Annual,10.49,18.74,3.47,3.41
A064520,테크엘,12,2022,Annual,-19.34,-34.08,-11.01,-25.99
A009730,코센,12,2011,Annual,-22.86,-56.43,-34.17,-12.75
A009730,코센,12,2012,Annual,-17.05,-37.04,-39.05,-10.05
A009730,코센,12,2013,Annual,5.39,11.49,11.86,3.48
A009730,코센,12,2014,Annual,6.62,13.50,11.62,4.14
A009730,코센,12,2015,Annual,5.82,9.43,9.04,3.77
A009730,코센,12,2016,Annual,-21.98,-34.05,-32.17,-14.39
A009730,코센,12,2017,Annual,16.41,28.34,19.86,9.19
A009730,코센,12,2018,Annual,-31.16,-47.55,-37.18,-17.47
A009730,코센,12,2019,Annual,-95.08,-123.35,-429.18,-93.33
A009730,코센,12,2020,Annual,-50.57,-64.99,-329.55,-76.71
A009730,코센,12,2021,Annual,-5.42,-7.46,-16.74,-3.77
A009730,코센,12,2022,Annual,14.85,22.87,20.81,5.33
A322180,티라유텍,12,2011,Annual,,,,
A322180,티라유텍,12,2012,Annual,,,,
A322180,티라유텍,12,2013,Annual,,,,
A322180,티라유텍,12,2014,Annual,,,,
A322180,티라유텍,12,2015,Annual,,,,
A322180,티라유텍,12,2016,Annual,,,,
A322180,티라유텍,12,2017,Annual,,,,7.68
A322180,티라유텍,12,2018,Annual,17.26,32.32,34.90,9.17
A322180,티라유텍,12,2019,Annual,38.31,75.21,21.36,13.31
A322180,티라유텍,12,2020,Annual,8.39,26.66,2.07,1.63
A322180,티라유텍,12,2021,Annual,-77.15,-268.21,-31.44,-18.16
A322180,티라유텍,12,2022,Annual,-18.86,-40.84,-14.89,-7.71
A038870,에코바이오,12,2011,Annual,1.56,2.17,6.61,4.22
A038870,에코바이오,12,2012,Annual,4.12,7.30,16.21,8.32
A038870,에코바이오,12,2013,Annual,3.41,6.41,12.34,9.33
A038870,에코바이오,12,2014,Annual,12.32,23.32,33.84,46.65
A038870,에코바이오,12,2015,Annual,11.51,21.75,20.45,27.03
A038870,에코바이오,12,2016,Annual,-12.72,-24.76,-12.56,-41.41
A038870,에코바이오,12,2017,Annual,-38.45,-76.98,-35.38,-66.10
A038870,에코바이오,12,2018,Annual,-3.36,-6.44,-4.32,-10.08
A038870,에코바이오,12,2019,Annual,18.81,39.35,13.39,44.98
A038870,에코바이오,12,2020,Annual,55.62,166.58,8.95,31.95
A038870,에코바이오,12,2021,Annual,35.55,80.64,8.17,35.62
A038870,에코바이오,12,2022,Annual,-17.52,-37.62,-6.25,-26.41
A201490,미투온,12,2011,Annual,,,,
A201490,미투온,12,2012,Annual,,,,-880.47
A201490,미투온,12,2013,Annual,230.95,584.41,31.65,34.98
A201490,미투온,12,2014,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),7.43
A201490,미투온,12,2015,Annual,81.65,131.41,66.22,32.92
A201490,미투온,12,2016,Annual,143.13,"3,557.94",11.67,20.88
A201490,미투온,12,2017,Annual,7.26,23.69,5.61,11.44
A201490,미투온,12,2018,Annual,18.27,51.56,16.90,13.42
A201490,미투온,12,2019,Annual,22.60,54.05,16.35,13.05
A201490,미투온,12,2020,Annual,23.30,43.90,11.38,11.49
A201490,미투온,12,2021,Annual,28.48,40.30,8.48,13.15
A201490,미투온,12,2022,Annual,35.28,50.13,7.71,12.56
A134580,탑코미디어,12,2011,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),8.92
A134580,탑코미디어,12,2012,Annual,67.07,394.49,35.84,11.06
A134580,탑코미디어,12,2013,Annual,42.10,"1,099.99",14.78,7.76
A134580,탑코미디어,12,2014,Annual,27.73,"1,860.82",10.51,5.02
A134580,탑코미디어,12,2015,Annual,38.00,,13.37,5.96
A134580,탑코미디어,12,2016,Annual,-45.18,,-17.26,-9.61
A134580,탑코미디어,12,2017,Annual,-57.65,,-28.40,-19.05
A134580,탑코미디어,12,2018,Annual,17.10,,5.91,3.75
A134580,탑코미디어,12,2019,Annual,-53.97,"-5,253.76",-14.89,-12.28
A134580,탑코미디어,12,2020,Annual,-84.79,"-1,710.01",-17.58,-19.69
A134580,탑코미디어,12,2021,Annual,-19.70,-31.28,-16.73,-16.20
A134580,탑코미디어,12,2022,Annual,-4.65,-7.32,-4.49,-11.13
A270870,뉴트리,12,2011,Annual,,,,
A270870,뉴트리,12,2012,Annual,,,,
A270870,뉴트리,12,2013,Annual,,,,
A270870,뉴트리,12,2014,Annual,,,,
A270870,뉴트리,12,2015,Annual,,,,
A270870,뉴트리,12,2016,Annual,,,,1.56
A270870,뉴트리,12,2017,Annual,20.07,40.49,41.59,4.07
A270870,뉴트리,12,2018,Annual,20.36,71.28,9.79,3.14
A270870,뉴트리,12,2019,Annual,75.30,465.84,20.36,8.74
A270870,뉴트리,12,2020,Annual,85.15,218.34,32.38,11.13
A270870,뉴트리,12,2021,Annual,52.23,92.99,26.29,8.87
A270870,뉴트리,12,2022,Annual,13.93,20.91,7.29,3.81
A290090,트윔,12,2011,Annual,,,,
A290090,트윔,12,2012,Annual,,,,
A290090,트윔,12,2013,Annual,,,,
A290090,트윔,12,2014,Annual,,,,
A290090,트윔,12,2015,Annual,,,,
A290090,트윔,12,2016,Annual,,,,28.53
A290090,트윔,12,2017,Annual,325.52,"6,022.43",113.61,48.55
A290090,트윔,12,2018,Annual,-52.17,-768.28,-8.99,-69.40
A290090,트윔,12,2019,Annual,-91.52,-797.26,-6.04,-24.96
A290090,트윔,12,2020,Annual,73.21,"1,744.61",7.27,17.65
A290090,트윔,12,2021,Annual,38.55,"1,593.91",4.26,11.91
A290090,트윔,12,2022,Annual,-70.19,"-4,141.83",-6.77,-24.38
A115500,케이씨에스,12,2011,Annual,27.53,,7.59,7.02
A115500,케이씨에스,12,2012,Annual,42.44,,11.20,7.58
A115500,케이씨에스,12,2013,Annual,36.51,,8.49,6.21
A115500,케이씨에스,12,2014,Annual,43.24,,13.82,10.19
A115500,케이씨에스,12,2015,Annual,18.24,,5.88,5.21
A115500,케이씨에스,12,2016,Annual,15.25,,6.29,4.30
A115500,케이씨에스,12,2017,Annual,13.25,,7.40,4.53
A115500,케이씨에스,12,2018,Annual,25.40,,14.86,8.40
A115500,케이씨에스,12,2019,Annual,23.93,"4,606.84",15.83,8.04
A115500,케이씨에스,12,2020,Annual,19.19,"1,152.98",11.58,7.91
A115500,케이씨에스,12,2021,Annual,26.73,221.25,14.58,7.66
A115500,케이씨에스,12,2022,Annual,7.11,46.74,6.06,2.82
A010470,오리콤,12,2011,Annual,13.79,,17.33,7.31
A010470,오리콤,12,2012,Annual,9.37,,12.50,5.30
A010470,오리콤,12,2013,Annual,6.54,,7.60,4.20
A010470,오리콤,12,2014,Annual,5.70,,5.76,3.73
A010470,오리콤,12,2015,Annual,4.04,,6.14,3.14
A010470,오리콤,12,2016,Annual,4.59,,8.12,3.45
A010470,오리콤,12,2017,Annual,4.47,,7.89,3.36
A010470,오리콤,12,2018,Annual,7.99,,13.83,5.71
A010470,오리콤,12,2019,Annual,7.52,"1,152.54",11.16,4.53
A010470,오리콤,12,2020,Annual,3.16,124.21,3.89,2.43
A010470,오리콤,12,2021,Annual,8.16,254.21,9.30,5.30
A010470,오리콤,12,2022,Annual,13.11,512.10,14.28,7.65
A105740,디케이락,12,2011,Annual,41.28,91.27,20.93,17.03
A105740,디케이락,12,2012,Annual,40.37,130.16,15.31,17.66
A105740,디케이락,12,2013,Annual,34.36,115.98,10.22,12.32
A105740,디케이락,12,2014,Annual,32.63,84.16,10.37,12.44
A105740,디케이락,12,2015,Annual,25.26,69.47,7.67,10.58
A105740,디케이락,12,2016,Annual,21.54,62.09,5.78,8.54
A105740,디케이락,12,2017,Annual,11.53,29.62,3.18,4.59
A105740,디케이락,12,2018,Annual,32.03,90.06,9.29,11.30
A105740,디케이락,12,2019,Annual,37.97,107.79,11.84,14.14
A105740,디케이락,12,2020,Annual,5.02,9.87,2.34,3.03
A105740,디케이락,12,2021,Annual,21.69,40.02,12.49,13.90
A105740,디케이락,12,2022,Annual,15.89,33.29,8.61,8.28
A054930,유신,12,2011,Annual,-14.13,-49.30,-7.01,-3.74
A054930,유신,12,2012,Annual,-10.45,-29.22,-6.23,-3.70
A054930,유신,12,2013,Annual,2.11,4.98,1.23,0.70
A054930,유신,12,2014,Annual,-4.54,-11.49,-2.97,-1.82
A054930,유신,12,2015,Annual,2.04,5.49,1.54,0.89
A054930,유신,12,2016,Annual,3.47,13.07,2.41,1.36
A054930,유신,12,2017,Annual,3.48,12.18,2.25,1.34
A054930,유신,12,2018,Annual,-11.37,-25.97,-7.65,-4.51
A054930,유신,12,2019,Annual,-6.26,-14.09,-5.05,-2.55
A054930,유신,12,2020,Annual,6.23,18.22,6.37,2.46
A054930,유신,12,2021,Annual,13.47,46.96,16.65,5.62
A054930,유신,12,2022,Annual,17.85,68.58,20.54,6.89
A263700,케어랩스,12,2011,Annual,,,,
A263700,케어랩스,12,2012,Annual,,,,
A263700,케어랩스,12,2013,Annual,,,,
A263700,케어랩스,12,2014,Annual,,,,
A263700,케어랩스,12,2015,Annual,,,,11.24
A263700,케어랩스,12,2016,Annual,57.01,626.76,33.43,10.95
A263700,케어랩스,12,2017,Annual,58.58,145.94,28.92,13.70
A263700,케어랩스,12,2018,Annual,12.94,16.77,10.47,8.75
A263700,케어랩스,12,2019,Annual,4.81,5.92,4.40,4.24
A263700,케어랩스,12,2020,Annual,15.61,21.51,8.08,9.00
A263700,케어랩스,12,2021,Annual,6.83,8.92,3.86,4.34
A263700,케어랩스,12,2022,Annual,-24.59,-31.54,-22.15,-25.22
A237820,플레이디,12,2011,Annual,N/A(IFRS),,N/A(IFRS),21.07
A237820,플레이디,12,2012,Annual,57.47,,54.18,17.37
A237820,플레이디,12,2013,Annual,-6.20,-674.50,-8.36,-16.08
A237820,플레이디,12,2014,Annual,4.82,24.16,12.25,6.86
A237820,플레이디,12,2015,Annual,9.71,43.42,25.51,15.39
A237820,플레이디,12,2016,Annual,10.34,74.61,29.50,18.88
A237820,플레이디,12,2017,Annual,13.66,192.56,35.17,24.06
A237820,플레이디,12,2018,Annual,11.99,475.12,22.87,20.53
A237820,플레이디,12,2019,Annual,15.67,913.47,23.68,22.89
A237820,플레이디,12,2020,Annual,7.29,259.44,6.99,13.22
A237820,플레이디,12,2021,Annual,9.26,145.52,7.51,15.65
A237820,플레이디,12,2022,Annual,9.65,127.58,9.54,16.62
A222810,세토피아,12,2011,Annual,30.00,56.86,23.66,11.26
A222810,세토피아,12,2012,Annual,28.13,48.94,23.20,11.29
A222810,세토피아,12,2013,Annual,37.94,67.06,28.22,14.05
A222810,세토피아,12,2014,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),11.75
A222810,세토피아,12,2015,Annual,33.62,86.68,27.38,17.45
A222810,세토피아,12,2016,Annual,-25.92,-72.02,-20.94,-18.27
A222810,세토피아,12,2017,Annual,-44.23,-111.24,-36.90,-29.84
A222810,세토피아,12,2018,Annual,-59.29,-86.48,-73.85,-84.25
A222810,세토피아,12,2019,Annual,-86.12,-138.27,-300.06,-270.35
A222810,세토피아,12,2020,Annual,-37.83,-68.19,-54.51,-137.19
A222810,세토피아,12,2021,Annual,-42.97,-82.14,-19.09,-11.13
A222810,세토피아,12,2022,Annual,-93.95,-166.12,-90.77,-32.27
A033540,파라텍,12,2011,Annual,20.36,64.37,9.90,5.29
A033540,파라텍,12,2012,Annual,6.44,71.02,2.36,1.61
A033540,파라텍,12,2013,Annual,23.41,"12,423.47",8.66,5.13
A033540,파라텍,12,2014,Annual,19.39,"25,629.61",9.47,4.91
A033540,파라텍,12,2015,Annual,10.81,"46,148.67",5.11,2.46
A033540,파라텍,12,2016,Annual,8.92,101.96,5.97,1.92
A033540,파라텍,12,2017,Annual,20.04,124.81,16.35,5.00
A033540,파라텍,12,2018,Annual,2.07,5.70,1.50,0.66
A033540,파라텍,12,2019,Annual,-40.53,-80.49,-39.60,-21.44
A033540,파라텍,12,2020,Annual,18.70,35.59,19.77,9.95
A033540,파라텍,12,2021,Annual,8.13,15.05,6.01,3.83
A033540,파라텍,12,2022,Annual,-1.45,-2.55,-1.36,-0.57
A053160,프리엠스,12,2011,Annual,42.95,244.80,9.24,7.55
A053160,프리엠스,12,2012,Annual,56.90,341.25,11.60,8.63
A053160,프리엠스,12,2013,Annual,61.04,406.77,9.40,8.36
A053160,프리엠스,12,2014,Annual,62.43,696.46,7.14,7.96
A053160,프리엠스,12,2015,Annual,61.60,"1,302.08",5.55,7.88
A053160,프리엠스,12,2016,Annual,49.40,"16,553.81",4.77,9.16
A053160,프리엠스,12,2017,Annual,29.64,,3.15,4.69
A053160,프리엠스,12,2018,Annual,64.29,,5.37,8.72
A053160,프리엠스,12,2019,Annual,23.43,930.09,1.45,3.57
A053160,프리엠스,12,2020,Annual,8.42,397.35,0.60,1.54
A053160,프리엠스,12,2021,Annual,25.35,591.93,2.72,5.70
A053160,프리엠스,12,2022,Annual,23.95,238.79,2.69,5.21
A900340,윙입푸드,12,2011,Annual,,,,
A900340,윙입푸드,12,2012,Annual,,,,
A900340,윙입푸드,12,2013,Annual,,,,
A900340,윙입푸드,12,2014,Annual,,,,
A900340,윙입푸드,12,2015,Annual,,,,
A900340,윙입푸드,12,2016,Annual,,,,19.64
A900340,윙입푸드,12,2017,Annual,75.98,129.46,49.16,21.93
A900340,윙입푸드,12,2018,Annual,87.21,139.49,34.09,22.85
A900340,윙입푸드,12,2019,Annual,55.04,91.50,15.58,12.86
A900340,윙입푸드,12,2020,Annual,62.30,129.42,15.06,12.89
A900340,윙입푸드,12,2021,Annual,69.25,173.61,16.70,15.22
A900340,윙입푸드,12,2022,Annual,54.96,114.54,13.29,12.80
A090410,덕신하우징,12,2011,Annual,10.18,14.43,24.90,5.30
A090410,덕신하우징,12,2012,Annual,N/A(IFRS),N/A(IFRS),N/A(IFRS),8.66
A090410,덕신하우징,12,2013,Annual,39.34,61.51,42.55,13.17
A090410,덕신하우징,12,2014,Annual,37.29,83.03,17.05,10.11
A090410,덕신하우징,12,2015,Annual,17.92,43.10,5.41,3.56
A090410,덕신하우징,12,2016,Annual,-23.89,-35.77,-16.88,-8.52
A090410,덕신하우징,12,2017,Annual,24.29,36.52,21.03,9.75
A090410,덕신하우징,12,2018,Annual,26.24,43.61,17.56,8.72
A090410,덕신하우징,12,2019,Annual,10.71,18.78,6.70,3.26
A090410,덕신하우징,12,2020,Annual,-7.75,-13.10,-5.23,-3.06
